#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      47.427787     0.11455351      40.544318    0.096682393      62.399204     0.15195009
            0.2      48.097739      0.1161555      41.136591    0.097951145      63.267605     0.15412118
            0.4      49.704648     0.11759148       42.54697    0.099381973      65.365472     0.15601944
            0.6      52.420998     0.12081582      44.873733     0.10203276      68.927099     0.16023342
            0.8      56.057464     0.12514345      48.034637     0.10575568      73.694966     0.16596104
              1      61.674265     0.13145152      52.902671     0.11258964      81.047325      0.1751023
            1.2      69.850002     0.13999412      59.938159     0.11849819      91.836287     0.18578275
            1.4      80.885716     0.15086948      69.449249     0.12751793      106.36622     0.20026234
            1.6      97.061154     0.16504546      83.386225     0.13943057      127.70492     0.21915083
            1.8       119.3525     0.18262713      102.62171     0.15475507      157.16053     0.24289653
              2      151.26836     0.20507771      130.16135     0.17330532      199.38641      0.2727474
            2.2      196.94504     0.23284726      169.63349     0.19718672       259.8697     0.31030702
            2.4      261.35341     0.26604945      225.23792     0.22489923      345.42697      0.3549004
            2.6      347.16874     0.30362781      299.34766     0.25620279      459.67616     0.40594156
            2.8      444.55139     0.34011241      383.44753     0.28688439      589.71751     0.45612615
              3       358.8938     0.31191422      309.63477     0.26931574      476.51834     0.42256352
            3.2       358.8938     0.31191422      309.63477     0.26931574      476.51834     0.42256352
