#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    0.001991493  0.00078716736   0.0015135937  0.00058985164   0.0029749089   0.0011793136
           -3.8    0.021906423   0.0027494461    0.017665664   0.0021159362    0.030426332    0.003968121
           -3.6      0.1267486   0.0064207839     0.10215966   0.0050252813     0.17626402   0.0091386267
           -3.4     0.52109111    0.012435044     0.42584549   0.0099599361     0.71350655     0.01732915
           -3.2      1.5791114    0.021308998      1.3075686     0.01734179      2.1309655    0.029263886
             -3      3.8294849    0.032728413       3.197345    0.026968838      5.1248052    0.044366603
           -2.8      7.7956589    0.046118574      6.5702018    0.038470201      10.364542    0.061980932
           -2.6      13.838491    0.061278839      11.750084    0.051571113      18.299928    0.082006234
           -2.4      22.143702    0.077495145      18.903872    0.066799577        29.2028     0.10399703
           -2.2      32.595034    0.094083366      27.974287    0.079889942      42.896628     0.12515139
             -2      45.320217     0.11091574      38.996637    0.094303269      59.666833     0.14738643
           -1.8      59.582433     0.12720139      51.395867      0.1082925      78.487423     0.16905877
           -1.6      75.148014     0.14303352      64.930964     0.12213447      99.102836     0.19029996
           -1.4      90.557837     0.15719014      78.325278     0.13393307      119.56447     0.20919976
           -1.2      106.15816     0.17036727      91.887007     0.14521906      140.34494     0.22697807
             -1      120.03364     0.18153816      103.94075     0.15473848      158.93358     0.24223681
           -0.8      132.80306       0.191747      115.01702     0.16309149      175.96858     0.25595168
           -0.6      142.57449      0.1991938      123.52707     0.16957378      189.07617     0.26614964
           -0.4      150.40721     0.20545719      130.24497     0.17446785      199.61436     0.27457706
           -0.2      154.49546     0.20864732      133.81541     0.17762556      205.00066     0.27910464
              0      155.00038     0.21000218      134.21849     0.17811897      205.63533     0.28065646
            0.2      152.65661     0.20941636      132.12884      0.1775643       202.3898     0.27987081
            0.4      146.86874     0.20656511      126.99163     0.17459517       194.5312     0.27588237
            0.6      138.42631     0.20144702      119.57652     0.17092265      183.06323      0.2693575
            0.8      128.07231     0.19435581      110.43877     0.16393882      169.10224      0.2594354
              1      115.62122     0.18511248      99.478819     0.15546763      152.35393     0.24652661
            1.2       101.8687     0.17387576      87.399429     0.14569669       133.9415     0.23135831
            1.4      87.640106     0.16108346      74.906147     0.13464033      115.01896     0.21417451
            1.6      73.048555     0.14637481      62.102805     0.12184918      95.765731     0.19451342
            1.8      58.675328     0.13044199      49.578562      0.1085034      76.869676     0.17358648
              2      45.120499     0.11362386      37.904391     0.11149631      59.086501     0.16173751
            2.2      32.695548    0.095942561      27.186279    0.078873221      42.940719     0.12795647
            2.4      21.917969    0.078756503      18.043989    0.064067844      28.883163     0.10534868
            2.6      13.415746    0.060537122       10.91751    0.048832029      17.773022    0.081241556
            2.8      7.2048629    0.044205436      5.7975249    0.035525065      9.6072609    0.059921763
              3      3.3096232    0.029806688      2.6240339    0.023484841      4.4575719    0.040643229
            3.2      1.2272544    0.018095363     0.95877567    0.014076019      1.6729782    0.025027429
            3.4      0.3419422   0.0095554315     0.26222808   0.0072935861     0.47321066    0.013367992
            3.6    0.062074985   0.0041091294    0.046668199   0.0030739391    0.088082422    0.005890704
            3.8   0.0054766057   0.0011675579   0.0040514583  0.00086843121   0.0079194748    0.001696306
              4   0.0054766057   0.0011675579   0.0040514583  0.00086843121   0.0079194748    0.001696306
