#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      8.6799107    0.047371545      7.1590092    0.038947515       11.60468    0.063823882
           -3.8      10.849371    0.052909965      8.9747377    0.043632278      14.477042    0.071174519
           -3.6      13.561301    0.059041741      11.234345    0.048800953      18.082432    0.079325776
           -3.4      16.883386    0.065781611      14.031209    0.054592189      22.446677    0.088152454
           -3.2      21.044461    0.073333309      17.522613    0.060872045      27.944096    0.098078329
             -3      25.697195    0.080926324      21.465752    0.069584453      34.052224     0.10933273
           -2.8      31.522684    0.089569265       26.37493    0.074709601      41.724609     0.11932475
           -2.6       38.07372    0.098377327       31.95698    0.082581906      50.290043     0.13101035
           -2.4      46.245055     0.10837419      38.915334    0.091471879      61.018433     0.14436678
           -2.2      55.225783     0.11838871       46.58649    0.099495203      72.780888     0.15703865
             -2      65.439954     0.12889632      55.349792     0.10870859      86.139363     0.17085916
           -1.8      76.627413     0.13942815      65.008331     0.11789589      100.76842     0.18466877
           -1.6      88.207366     0.14970753      75.025479     0.12672018       115.8929     0.19809099
           -1.4      99.405961      0.1591059      84.783979     0.13492725      130.58886     0.21047317
           -1.2      110.24204     0.16786375      94.291157     0.14302989      144.79605     0.22217282
             -1      119.94789     0.17657384      102.87916     0.16186658      157.54893     0.24082347
           -0.8      127.53524     0.18221278      109.61091     0.15545097      167.67297     0.24161275
           -0.6      131.92493     0.18631015      113.69331     0.15882119      173.56796     0.24698773
           -0.4      134.12713     0.18900786       115.9003     0.16135707      176.62595     0.25085744
           -0.2      133.05257     0.19011446        115.262     0.16220545      175.43167     0.25265379
              0      128.39443     0.18942169      111.55762     0.16149649      169.42895     0.25208715
            0.2      121.77761     0.18695053       106.0499     0.15918528      160.82874     0.24899087
            0.4      112.89692     0.18309738      98.579243     0.15576945      149.18882     0.24411407
            0.6      102.97184     0.17787853      90.097766     0.15121728      136.15531     0.23746061
            0.8      92.665332     0.17108005      81.153839     0.14545299       122.6383     0.22874883
              1      81.595387     0.16293949      71.521064     0.13785379      108.06074     0.21807169
            1.2      70.863383     0.15375454      62.135117     0.13035602      93.921818     0.20631106
            1.4      60.895796     0.14411584      53.357577     0.12145193      80.807612     0.19337901
            1.6      51.301389     0.13370351      44.896432     0.11204085       68.15169     0.17957698
            1.8       43.18668     0.12356792      37.732508     0.10343829      57.466766      0.1661559
              2      35.965819      0.1136364      31.365554     0.09480972      47.927681     0.15305699
            2.2      29.687861     0.10346523       25.80893    0.086037893      39.637735     0.13962829
            2.4      24.671315    0.094575321      21.378794     0.07838605      33.013331     0.12780418
            2.6      20.030933    0.085428132      17.300159    0.070580783      26.874369      0.1156941
            2.8      16.230933     0.07724592      13.986308    0.063637466       21.80994     0.10476204
              3       13.14077    0.069769668      11.296418     0.05749188      17.693625    0.094808549
            3.2       10.65197    0.062623328      9.1155369    0.051334252      14.372635    0.085258969
            3.4      8.5456689    0.056183813      7.2872982    0.045913456      11.555894    0.076654391
            3.6      6.9758505    0.050691831      5.9305623    0.041340944      9.4507868    0.069286932
            3.8      5.5236537     0.04509443      4.6820521    0.036701439      7.4969175    0.061736157
              4      5.5236537     0.04509443      4.6820521    0.036701439      7.4969175    0.061736157
