#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      14.338017    0.064731232      12.377964    0.054762754      19.008727    0.086573131
            0.2      40.598535     0.10850742      35.070181     0.09200751      53.800251       0.145196
            0.4      62.457486     0.13439799      53.928189     0.11372741      82.778999     0.17968493
            0.6      79.785956      0.1505236      68.877208     0.12757137      105.71344     0.20107237
            0.8      92.932099     0.16194638      80.211568     0.13738601      123.09549       0.216377
              1      103.43006      0.1703547      89.238027     0.14445308      136.96361     0.22742269
            1.2      113.19261     0.17785788      97.627155     0.15067904      149.83555     0.23731494
            1.4      121.33082     0.18405872      104.65546     0.15600366      160.53015     0.24553315
            1.6      130.50701     0.19137014      112.56474     0.16204629      172.59048     0.25516035
            1.8      140.51387     0.19826333      121.21695     0.16843028      185.69796      0.2644927
              2      153.87782     0.20678875      132.74085     0.17570995      203.18884     0.27578413
            2.2      169.03802     0.21663827      145.88343      0.1931333      222.95806     0.29415928
            2.4      189.63357     0.22927358      163.59798     0.19446773      249.88519     0.30529671
            2.6      214.11098     0.24261901      184.70926     0.20531534      281.81836     0.32253206
            2.8      241.40042     0.25743817      208.29229     0.21758403      317.39145     0.34205772
              3      245.09227     0.25982645      211.36218     0.21951256      322.20521     0.34541279
            3.2      121.94061     0.18726444      104.47194      0.1571158      161.27946       0.250182
            3.4        70.0162     0.14341656      59.676936     0.12088896      93.088102     0.19330581
            3.6      44.504849     0.11488413      37.726693     0.09554223       59.46436     0.15495003
            3.8      29.434015    0.093782016      24.826772    0.077526522      39.492121     0.12696573
              4      19.731153     0.07703471      16.587928    0.063832412      26.563236     0.10476114
            4.2      13.534304    0.064054675      11.321639    0.052543064      18.301079    0.087357004
            4.4      9.3265999    0.053211086      7.7794105    0.043546233      12.643883    0.072744097
            4.6      6.6251362    0.044686799      5.5019032    0.036441144      9.0102913    0.061277535
            4.8      4.6069661    0.037400802      3.8124354    0.030401481       6.286142    0.051423164
              5      4.6069661    0.037400802      3.8124354    0.030401481       6.286142    0.051423164
