#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0020620764   0.0009038939    0.001707715  0.00078827393   0.0028450204   0.0011200623
           -3.8    0.023521269   0.0022871086    0.018877024   0.0018527046    0.031721659   0.0030770832
           -3.6      0.1482552   0.0057418235     0.12150999   0.0047381534     0.19603517   0.0076061532
           -3.4     0.53265974    0.010840848     0.44232863   0.0090416095     0.69819852    0.014308121
           -3.2      1.5533896    0.018469872      1.3047988    0.015532859      2.0206702    0.024261511
             -3      3.6227365    0.028046214      3.0624482    0.023712993      4.7015819    0.036634385
           -2.8      7.3071814    0.039670415      6.2206575     0.03378957      9.4574942    0.051638252
           -2.6      12.759681    0.052017464      10.918711    0.044501129      16.507985     0.06764184
           -2.4      20.535033      0.0654731      17.628361    0.056155853      26.613901    0.085211183
           -2.2      30.718385    0.079370155      26.401398    0.068209836      39.933702     0.10335143
             -2      42.739592    0.092888497      36.774626    0.079903209      55.754365     0.12138494
           -1.8      56.307523     0.10587864      48.458213    0.090821204      73.740629     0.13888769
           -1.6      71.048172     0.11778755      61.152868     0.10122058      93.352739     0.15485577
           -1.4      86.356198     0.12874374      74.304024      0.1106448      113.87975      0.1698048
           -1.2      101.29667     0.13841198      87.123696     0.11890096      133.96552     0.18305302
             -1      115.28708     0.14685361      99.113976     0.12599695      152.84263     0.19508257
           -0.8      127.66174     0.15358929       109.7358     0.13182094       169.5603     0.20396362
           -0.6      137.22188      0.1587008      117.92027     0.13616045      182.54355     0.21101341
           -0.4      144.49576     0.16234165      124.15286     0.13916617      192.41513     0.21628026
           -0.2      147.65247     0.16400531      126.86448     0.14046128      196.67296     0.21851246
              0      147.77902     0.16399476      126.95254     0.14051257      196.91034     0.21865453
            0.2      144.53878     0.16220724      124.18068     0.13916723        192.455     0.21587513
            0.4      137.39169     0.15868893      118.05359     0.13615649      182.75755     0.21104719
            0.6      127.54877     0.15350256      109.63902     0.13175731      169.41396     0.20391364
            0.8      115.37905     0.17058397      99.272218     0.12623513      152.90158     0.26629839
              1      101.24483     0.13897249       87.07395     0.11887666      133.90703     0.18442084
            1.2      86.278675      0.1286836      74.231977     0.11057331      113.76907     0.16967225
            1.4      70.983658     0.11770149      61.105909      0.1011539      93.265758     0.15473737
            1.6      56.193479     0.10552535      48.353317     0.09074978      73.595975     0.13825257
            1.8      42.514341    0.092577732      36.581514    0.079611874      55.456789     0.12092437
              2      30.598752    0.079339962      26.322945    0.068168809      39.758432     0.10390157
            2.2      20.584365    0.065584329       17.66881    0.056264347      26.678749    0.085505147
            2.4       12.87553    0.052332359      11.020287    0.044819529      16.658036    0.068274548
            2.6      7.3082813    0.039551574      6.2234169    0.033758625      9.4564765    0.051407654
            2.8      3.6008074    0.028014284      3.0483825    0.023684973      4.6618595    0.036569682
              3      1.5814959    0.018674439       1.328728    0.015660254      2.0538012    0.024524412
            3.2     0.53795634    0.010854775     0.44609557    0.009038118     0.70670434    0.014330687
            3.4     0.14020195   0.0056719463     0.11366224   0.0048321154     0.18879491   0.0084019269
            3.6    0.025543931   0.0024172877    0.020933927    0.001996755    0.033588971   0.0031580712
            3.8   0.0015816377  0.00072497969   0.0012741182   0.0006198538   0.0021424848  0.00088620395
              4   0.0015816377  0.00072497969   0.0012741182   0.0006198538   0.0021424848  0.00088620395
