#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      5.0859921    0.033028623        4.38895    0.028767093      6.6557692    0.042560593
            0.2      15.022475    0.054492437      12.964302    0.047329354      19.652895    0.070632928
            0.4      24.477458    0.069198916      21.110467    0.059991098      32.038083    0.089957933
            0.6      33.006834    0.080258974      28.451013    0.069508205        43.2172     0.10448979
            0.8      40.825338     0.08917604      35.153098    0.077105675      53.487242      0.1162699
              1      48.416003     0.09709135      41.664004    0.083885565      63.462011     0.12675393
            1.2       56.49744     0.10481819      48.598034     0.09046754      74.114008     0.13713509
            1.4      66.021915     0.11309309      56.776751    0.097586921      86.646276     0.14795873
            1.6      77.802214     0.12235322      66.903793     0.10548939      102.21617     0.16027502
            1.8      94.553677      0.1342635      81.342659     0.11575975      124.31882     0.17606859
              2      117.05812     0.14851716      100.77342     0.12790734      154.06625     0.19544893
            2.2      149.72081      0.1664237      128.99447     0.14330408      197.33319     0.21904801
            2.4      196.61069      0.1885209      169.52859     0.16213762      259.46956     0.24902327
            2.6      262.58929     0.21353107      226.54641     0.18393574      347.17868     0.28199884
            2.8      344.80509     0.23925364      297.52319     0.20593237      456.74554     0.31679084
              3       382.8596      0.2502983      330.08075     0.21471128       507.8846     0.33262654
            3.2       157.3213     0.19224369      134.39871     0.14596338       209.2787     0.29275316
            3.4      70.181654     0.11814443       59.20503    0.098876798      94.050531     0.15991592
            3.6      34.117804    0.083376575      28.445712    0.068869728      46.137376     0.11413395
            3.8      17.356746    0.059892913      14.307493    0.048790669      23.695576    0.082846834
              4      9.1297729      0.0438228      7.4590626    0.035265963      12.562221    0.061281699
            4.2      4.9816866     0.03279466      4.0323283    0.026092503      6.9141571    0.046330199
            4.4       2.710572    0.024587883      2.1771551    0.019281828      3.7928283    0.035294742
            4.6      1.4868205    0.018460063      1.1835628    0.014389475       2.099304    0.026571086
            4.8     0.83595818    0.014334558     0.65681645    0.010991528       1.193764     0.02092132
              5     0.83595818    0.014334558     0.65681645    0.010991528       1.193764     0.02092132
