# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      7.1068044    0.037933848      6.1497565    0.031904844      9.4383078    0.050568246
            0.2      20.371898    0.062404314      17.583641     0.05379603      27.070634    0.082963348
            0.4      31.001759    0.076855233      26.715453    0.066128606      41.273437     0.10237656
            0.6      38.311654    0.085285546      32.934773     0.07324279      51.109568     0.11385133
            0.8      43.406267    0.090849875      37.243822    0.077777558      58.019015     0.12157046
              1      46.982457    0.094352853      40.240402    0.080719525      62.898954     0.12637555
            1.2       50.03619    0.098009612      42.805745     0.08320507      67.081183     0.13146461
            1.4      53.793449     0.10089264      45.989753    0.086070475      72.144485     0.13543834
            1.6      59.282433     0.10569628      50.697004    0.090255439      79.481673     0.14196098
            1.8      67.847487      0.1128852      58.068188    0.096391069      90.880433     0.15142476
              2      81.619924     0.12330083       69.90121     0.10546421      109.21299     0.16511939
            2.2      103.32752      0.1380321      88.584951     0.11816762      138.08084       0.184653
            2.4      140.58208     0.15977436      120.64707     0.13685326      187.52891     0.21343403
            2.6      210.55165     0.19253332      180.93076     0.16514033      280.13825     0.25624475
            2.8      367.76284     0.24564319      316.68789     0.21117731      486.79325     0.32523919
              3      683.16136     0.32432591      590.54787     0.26966922      891.34886     0.44670328
            3.2      163.52226     0.17807103       139.5699     0.15163453      215.36796     0.23508655
            3.4      34.194151    0.084930131      28.632071    0.071106632      45.889495     0.11399896
            3.6      8.4605573    0.042919199      6.9632808    0.035333502      11.535972    0.058501208
            3.8      2.2248913    0.022338397      1.8056752    0.018152167       3.069314    0.030779777
              4     0.58985182    0.011729903     0.47322406   0.0094296896     0.82077011    0.016298597
            4.2     0.17458794   0.0065001581     0.13786827   0.0051710826     0.24660134    0.009123608
            4.4    0.045579205   0.0034204177    0.035713684    0.002686852    0.064990856    0.004867306
            4.6    0.014142607   0.0019187696    0.010942489   0.0014931279    0.020292107   0.0027420808
            4.8   0.0035150387   0.0011037396   0.0027597928  0.00085876633   0.0049828019   0.0015722167
              5   0.0035150387   0.0011037396   0.0027597928  0.00085876633   0.0049828019   0.0015722167
