#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.16681845   0.0060404641     0.12853648   0.0046169253     0.24259392   0.0088652553
           -3.8     0.30594609   0.0081695809     0.23792051   0.0062906624     0.44072953    0.011899716
           -3.6     0.52701434     0.01060312     0.41369832   0.0082801783     0.75506531    0.015275516
           -3.4     0.92638419     0.01411824     0.73385134     0.01110343       1.312928    0.020155195
           -3.2      1.4995764    0.017933039      1.2002135    0.014241316      2.1069741    0.025390709
             -3      2.4395734    0.022809902      1.9718009    0.018257404      3.4003041    0.032038157
           -2.8      3.8976368    0.028694043      3.1773692    0.023228667      5.3858126     0.03995474
           -2.6      6.0929519    0.035861053       5.016704    0.029278614      8.3476333    0.049621234
           -2.4      9.3332999    0.043975474      7.7367428    0.036274057      12.702541    0.060154589
           -2.2       13.98223    0.053565901      11.669729    0.044496737      18.925415    0.072809911
             -2      20.778083    0.065357573       17.46488    0.054619155       27.96021    0.088440002
           -1.8      29.944623     0.11596203      25.380564    0.065628034      40.060491     0.20910646
           -1.6      42.927422     0.09210871      36.459441     0.07808142      57.294466     0.12311306
           -1.4      59.987102     0.10815737      51.183162    0.092212238      79.778677     0.14398176
           -1.2      82.085857     0.12548054      70.306449     0.10739257      108.88489     0.16643243
             -1        109.406      0.1437281      94.016341     0.12332988      144.75112     0.19017915
           -0.8      139.85332     0.16103084      120.51673     0.13860085       184.6576     0.21246845
           -0.6      171.20937     0.17697022      147.85087      0.1522935      225.67977     0.23358824
           -0.4      198.01198     0.18846499      171.22796     0.16280243      260.68593      0.2481643
           -0.2      213.54759     0.19517711      184.81172     0.16847061      280.96806     0.25664318
              0      213.32862     0.19471834      184.60569     0.16832413      280.70246      0.2561423
            0.2      197.86291     0.18827515      171.10534     0.16274595      260.50424     0.24764613
            0.4      171.25439     0.17649908      147.87805     0.15230436      225.72165     0.23245567
            0.6      140.21463     0.16143402      120.83455     0.13877539      185.12621     0.21301249
            0.8      109.10998     0.14350877      93.777195      0.1232159      144.34999      0.1897324
              1      82.171062     0.12557051      70.377999     0.10743828      108.99456     0.16660015
            1.2      60.233167     0.10840136      51.403891    0.092345123      80.107116     0.14437368
            1.4       42.76436    0.092208458      36.316886    0.077923504      57.085108     0.12390811
            1.6      29.994257    0.077608938      25.358327    0.065375901      40.174748     0.10425802
            1.8      20.745731    0.064907913      17.433785    0.054325708      27.925452    0.087683603
              2      14.075674    0.053788127      11.753292    0.044704531      19.045658    0.073134683
            2.2      9.3482484    0.044092142      7.7553205    0.036386935      12.719881      0.0603602
            2.4      6.1471582    0.036063457       5.059283    0.029458188      8.4294947    0.049785769
            2.6      3.9296691    0.028825193      3.2028797    0.023306273      5.4302184    0.040225034
            2.8      2.4588831    0.022932405      1.9871817    0.018387714      3.4238862    0.032174829
              3      1.5238294    0.018075975      1.2201709     0.01436119      2.1397831    0.025568314
            3.2     0.91369056    0.014004068     0.72380425    0.011012291      1.2963919    0.020014726
            3.4     0.53708642    0.010775079     0.42032997    0.008374161       0.770405    0.015564725
            3.6     0.29656128   0.0081868629     0.23055036   0.0062947201     0.42887283    0.011975534
            3.8     0.16532448   0.0060599192     0.12724344   0.0046126796     0.24130158   0.0089476391
              4     0.16532448   0.0060599192     0.12724344   0.0046126796     0.24130158   0.0089476391
