#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.6105042    0.027413514      3.0079516    0.022779492      4.9023716    0.037386578
           -3.8      4.7673751    0.031458854      3.9773703    0.026211454      6.4672843    0.042837641
           -3.6      6.1635028    0.035641872      5.1565389    0.029765114      8.3423871    0.048408581
           -3.4      8.0177244     0.04050257      6.7302948    0.033999369      10.818506    0.054804935
           -3.2      10.393181    0.045957266      8.7480882    0.038643508      13.984803    0.061990273
             -3      13.261489    0.052243621      11.192133    0.043969315      17.809248    0.070322681
           -2.8      16.967638     0.05840013      14.344469    0.049321867      22.757824     0.07844393
           -2.6      21.419143    0.065459645      18.156712    0.055426971      28.653971    0.087705055
           -2.4      26.902714    0.073083475       22.86601    0.062106078      35.915164     0.09764442
           -2.2      33.452568    0.081550837      28.513957    0.069203404      44.574498     0.10882633
             -2      41.545813    0.090268971      35.484495    0.077001622      55.253121     0.12011943
           -1.8      51.136289     0.09973726       43.78551    0.085349676      67.850605     0.13239616
           -1.6      61.848466     0.10933725      53.049339     0.09366582      81.940159     0.14485964
           -1.4      74.723777     0.11964933       64.21037     0.10272454       98.85602      0.1582559
           -1.2      88.249811     0.12957451      75.968733     0.11135395      116.60341      0.1712626
             -1      103.08197     0.13934124      88.867836     0.11997961      136.03896     0.18388424
           -0.8      116.89058     0.14772264      100.87649     0.12735867      154.11815     0.19465134
           -0.6      129.58272     0.15528957      111.94388     0.13375488      170.72578     0.20462608
           -0.4      139.46681     0.16092168        120.548     0.13843118      183.63482     0.21236672
           -0.2       144.9136     0.16338451      125.29831     0.14092323      190.77578     0.21537055
              0      145.07698     0.16333738      125.44374     0.14098269      191.02411     0.21498561
            0.2       139.5252     0.16040714      120.60659     0.13846202      183.73487     0.21109892
            0.4      129.50193     0.15495933      111.86547     0.13368546      170.61587     0.20405357
            0.6      116.91975     0.14834847      100.92458     0.12753669      154.14657     0.19581065
            0.8      102.88055     0.13924237      88.687741     0.11989971      135.76934      0.1836972
              1      88.519372      0.1296583      76.199274     0.11151616      116.93729     0.17126324
            1.2      74.556543     0.11954748      64.075019     0.10261382      98.623792     0.15828941
            1.4      62.095936     0.10959257       53.26394    0.093915372      82.263433      0.1451801
            1.6       51.17156    0.099821358      43.803152    0.085368503      67.922238     0.13261188
            1.8      41.631857    0.090446144      35.570615    0.077131204      55.339057     0.12042357
              2      33.463962     0.11849639       28.58878     0.06950552      44.515399     0.21114022
            2.2      26.869355    0.073103874      22.833276    0.062022753      35.879706    0.097773896
            2.4      21.425248    0.065433977      18.162277    0.055391041      28.659031    0.087626484
            2.6      16.918816    0.058322666      14.309297    0.049242232      22.687587    0.078380571
            2.8      13.295593    0.051897542      11.218243    0.043715963      17.862603    0.069891048
              3      10.394734    0.046035321      8.7446594    0.038710565      14.000763     0.06218889
            3.2      7.9797831     0.04038223      6.6962916    0.033825846       10.76949    0.054648556
            3.4      6.2147532    0.035795788      5.1979497    0.029892754      8.4094482    0.048570883
            3.6      4.7380168    0.031296878      3.9511514    0.026037158      6.4281958    0.042603832
            3.8      3.6138588    0.027411699      3.0122475    0.022787187      4.9032199    0.037377157
              4      3.6138588    0.027411699      3.0122475    0.022787187      4.9032199    0.037377157
