#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.9808026    0.028829636      3.4092729    0.024726007      5.2322787    0.037868139
           -3.8       5.787333    0.034685555       4.960769    0.029760096      7.5962912    0.045467531
           -3.6       8.264441     0.04137078      7.0891538    0.035591613      10.852417    0.054356555
           -3.4      11.713288    0.049120305      10.055028    0.042216809      15.374785    0.064430679
           -3.2       16.05453     0.05739223      13.779729    0.049292461      21.089404    0.075306652
             -3      21.595079    0.066304752      18.549092    0.056980382       28.37363    0.087024673
           -2.8      28.433877    0.075963331      24.445724    0.065236147      37.359647    0.099779704
           -2.6       36.38811    0.085316112      31.278099    0.073401145      47.869627     0.11211398
           -2.4      45.150113    0.094657082      38.814382    0.081398972      59.456242     0.12452489
           -2.2      54.386288     0.10337679      46.762946    0.088902401      71.692848     0.13617513
             -2      63.525717     0.11127018      54.633799    0.095634573      83.827114     0.14678908
           -1.8      72.345951      0.1181091      62.208986     0.10149764      95.575841     0.15602249
           -1.6      80.301831     0.12389539       69.03915     0.10641307      106.19182     0.16377793
           -1.4      86.235488     0.12791801      74.137952     0.10984561      114.16087     0.16933932
           -1.2      90.932367     0.13101594      78.180718     0.11240686      120.47742     0.17361351
             -1      93.643771     0.13283323      80.518273     0.11381527      124.12747     0.17666157
           -0.8      95.015695     0.13332135      81.655563     0.11432541       126.0636     0.17702822
           -0.6       95.26823     0.15886363      81.941461     0.11454501      126.36509     0.25348177
           -0.4      94.926641     0.13321426      81.565349     0.11405913      126.05211     0.17744968
           -0.2      94.761197     0.13291773      81.408331     0.11390059      125.85807     0.17673928
              0       94.80454     0.13346015      81.467893     0.11395594      125.88355     0.17748544
            0.2      95.034123     0.13359815      81.675832     0.11408768      126.16591     0.17769766
            0.4        95.1005     0.13324977      81.719191     0.11422933      126.22448     0.17718075
            0.6       95.07866     0.13343331      81.709808     0.11437452      126.15825     0.17729502
            0.8      93.833607      0.1326818       80.63424     0.11383135      124.43755     0.17604148
              1      91.045277     0.13123074      78.273187     0.11247338      120.65229     0.17419633
            1.2      86.334103     0.12804782      74.243388     0.10992841      114.26397     0.16953554
            1.4       79.98372     0.12368947      68.774564     0.10628752      105.78071     0.16382176
            1.6      72.205639     0.11886633      62.104803     0.10159211       95.36484     0.15762148
            1.8      63.663839     0.11133666      54.753339    0.095755509      84.003478     0.14682688
              2      54.309059     0.10328016      46.712277    0.088961163      71.566178     0.13598499
            2.2      44.944502    0.094435573      38.653955    0.081233904       59.17718     0.12420545
            2.4      36.281466    0.085251614      31.186848    0.073339681      47.725624     0.11199579
            2.6      28.443287    0.075801485      24.437639    0.065165775      37.396278    0.099554514
            2.8      21.661076    0.066390891      18.600328     0.05707844      28.470436    0.087203039
              3      15.982377    0.057301438      13.724692     0.04922208      20.982209    0.075211726
            3.2      11.652309    0.048955316      9.9971748    0.042034889      15.308829    0.064255804
            3.4      8.3269109     0.04150023      7.1435256    0.035631184      10.929636    0.054429882
            3.6      5.8157804    0.034741804      4.9854521    0.029810354      7.6376207    0.045578269
            3.8      4.0432998    0.029010263      3.4670777    0.024914517      5.3034805    0.038019023
              4      4.0432998    0.029010263      3.4670777    0.024914517      5.3034805    0.038019023
