#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      42.357806    0.091843709      36.160773    0.078640905      55.803577     0.12068081
            0.2      43.180052     0.09226141      36.880208    0.079049537      56.876768     0.12126314
            0.4      44.485778    0.093570887      38.017534    0.080139164      58.583684     0.12306281
            0.6      46.829347     0.12895787      40.113644    0.082457146      61.575016     0.22068895
            0.8      50.523432    0.099425368      43.224838    0.085235654      66.507038      0.1306918
              1       55.55521      0.1041504      47.579937    0.089411423      73.096464     0.13696591
            1.2      62.860877     0.11052246      53.863033    0.094904402      82.731537     0.14529367
            1.4      73.292727      0.1190378      62.850667     0.10220707      96.475352     0.15657794
            1.6      87.290414     0.12954012      74.907688     0.11115592      114.97881     0.17102446
            1.8      107.73806     0.14288779      92.522634     0.12282592      141.96763     0.18805556
              2      136.92593     0.16007644      117.66973     0.13739632      180.66195     0.21111369
            2.2      178.26824     0.18030158      153.30154     0.15501209      235.50203     0.23812153
            2.4      237.24659     0.20552427      204.17353      0.1761099      313.85765     0.27245264
            2.6      315.98647     0.23161597      272.01859     0.19888335      418.78014     0.30725306
            2.8      404.81847     0.25617477      348.53587     0.21958432      537.48012     0.34082475
              3      327.01785     0.23530414      281.54102     0.20129843      434.64614     0.31352458
            3.2      327.01785     0.23530414      281.54102     0.20129843      434.64614     0.31352458
