# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      12.596821    0.049640942      10.857504    0.042566716      16.725078    0.066112268
            0.2      36.238755    0.083702823      31.235203    0.071814912      48.090455     0.11128844
            0.4      55.706324     0.10322552       48.02216    0.088612895      73.901565     0.13718621
            0.6      71.028844     0.11606428      61.213112    0.099702334      94.206739     0.15413365
            0.8      83.192316     0.12527572      71.704072     0.10769546      110.30764     0.16632404
              1       92.89408     0.13232203      80.042805     0.11355617      123.12273     0.17550778
            1.2      101.20022     0.13759408      87.174063      0.1183327      134.09868     0.18238652
            1.4      109.02772     0.14268524      93.914744     0.12265262      144.38885     0.18897053
            1.6       117.6532     0.14836286      101.34818     0.12731823      155.73168     0.19641339
            1.8      127.39303     0.15431252      109.73555     0.13227007      168.51782     0.20474602
              2      139.14013     0.16042797      119.85623     0.13805682        183.865     0.21191095
            2.2      153.96516     0.16823601      132.61887     0.14481681      203.30279     0.22204049
            2.4      172.76437      0.1778694      148.81766     0.15296765      227.89346      0.2348803
            2.6      195.31589     0.18814068      168.24232     0.16198755      257.35394     0.24761403
            2.8       220.7565     0.19909389      190.17623     0.17145461      290.59063     0.26187106
              3      224.26817     0.20104574      193.10632     0.17288907      295.09351     0.26471396
            3.2      111.07949     0.16933542      95.096261     0.12469478      146.98156     0.26476288
            3.4       64.03923     0.11217356      54.440996    0.095247138      85.278564     0.14965662
            3.6      40.417164    0.089889675      34.186843    0.075958398       54.07078      0.1204952
            3.8      26.849224    0.073817358      22.595478    0.061976611      36.085149    0.099495214
              4      18.161896    0.061298051       15.23414    0.051330584      24.491056    0.082934372
            4.2      12.332873    0.050512125      10.302184    0.042096977      16.691872     0.06860005
            4.4       8.483513    0.042051569      7.0619524    0.035002698      11.517689    0.057313365
            4.6      6.0458159    0.035647409      5.0138298    0.029484334      8.2347074    0.048749969
            4.8      4.1722735    0.029692211      3.4468111    0.024471507      5.7020967     0.04075134
              5      4.1722735    0.029692211      3.4468111    0.024471507      5.7020967     0.04075134
