#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      19.177543    0.061151267      16.556077    0.052587041      25.405532    0.081196647
            0.2       53.78576     0.10149668      46.411025    0.087253894       71.26917     0.13467731
            0.4      79.848796     0.12283643      68.887419     0.10571176      105.80839      0.1629531
            0.6      96.776101     0.13468209      83.414454     0.11580032      128.29678     0.17867899
            0.8      106.58083     0.14136256      91.829739      0.1213108      141.28905     0.18756658
              1      112.86711      0.1449783      97.145521     0.12461437      149.69629     0.19224804
            1.2      117.16161      0.1477188      100.79721      0.1268953      155.35024     0.19590868
            1.4      121.01042     0.15009781      104.07852     0.12892236      160.42779     0.19903654
            1.6      126.60344     0.15379726      108.88298     0.13182751      167.72863     0.20373227
            1.8      133.81988     0.15818641      115.09946      0.1353988      177.14253     0.21005719
              2       143.8588     0.16319543      123.73247     0.14022704      190.25509     0.21574941
            2.2      157.74787     0.17058244       135.6954     0.14652062      208.41228     0.22538506
            2.4      175.92164     0.17953003       151.3583     0.15430715      232.19668     0.23710871
            2.6      197.98473     0.18956995       170.3864     0.16309024      260.95406      0.2496379
            2.8      222.76673     0.20022227      191.76482     0.17231111      293.27734     0.26345252
              3      218.30059     0.21686435      187.85609     0.17099174      287.31194     0.31876779
            3.2      75.203639     0.12165143      63.915247     0.10321866      99.979382     0.16207964
            3.4      29.782166    0.077913531      24.962937    0.065038514      40.060961     0.10528226
            3.6      13.337444    0.052840924      11.031498    0.043447277      18.154956    0.072360327
            3.8      6.2284224    0.036470859      5.0846694    0.029593855      8.5838963     0.05072291
              4      2.9245763    0.025246354      2.3583765    0.020180891      4.0783089    0.035600747
            4.2       1.443028    0.017842413      1.1465058     0.01403354      2.0395452    0.025461575
            4.4     0.67047838    0.012277624     0.52628871   0.0095175673     0.95979908    0.017784786
            4.6     0.31412612   0.0083292566     0.24250007   0.0063813583     0.45664771    0.012195596
            4.8     0.14801221   0.0057472171     0.11258561   0.0043312198     0.21813265   0.0085382399
              5     0.14801221   0.0057472171     0.11258561   0.0043312198     0.21813265   0.0085382399
