#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.17185451   0.0061110507     0.13169574   0.0046616346      0.2518849   0.0090131564
           -3.8     0.31317661    0.008336182     0.24314907   0.0064127271     0.45327541     0.01218358
           -3.6     0.52191932    0.010667854     0.41045761   0.0083106377     0.74650401    0.015376932
           -3.4     0.89482424    0.013835134     0.71054931    0.010892509      1.2655096    0.019723127
           -3.2      1.5318593    0.018102362      1.2243862    0.014365925      2.1553285     0.02567585
             -3      2.4787422    0.023043859      2.0054412    0.018475247      3.4499223    0.032404238
           -2.8      3.9251682    0.028822943      3.2047873     0.02338679      5.4150575    0.040051988
           -2.6      6.1181654    0.035887218      5.0350811    0.029325341      8.3794978     0.04951877
           -2.4      9.3450506    0.044062736      7.7520358    0.036418553      12.714519    0.060301344
           -2.2      14.067147    0.053805131      11.750026    0.044748309      19.027352    0.073160224
             -2      20.750424    0.065482535      17.438119    0.054617378      27.931814    0.088464183
           -1.8      29.949925    0.077463846        25.3099     0.06532971      40.139926     0.10410637
           -1.6      42.945437    0.092224709      36.479568    0.078129503       57.29988     0.12328147
           -1.4      59.994568     0.10814871      51.192221    0.092161446      79.803647     0.14394634
           -1.2      82.236603     0.12567412      70.439035     0.10747699        109.079      0.1668243
             -1      109.34975     0.14366008      93.977342     0.12333346      144.64912     0.19006114
           -0.8      139.75468     0.16080484      120.41655     0.13849433      184.53349     0.21207207
           -0.6      171.39411     0.17659271      148.01011     0.15234274      225.92114     0.23268394
           -0.4      197.87584     0.18900571      171.13562     0.16274484      260.49321      0.2491187
           -0.2      213.11312     0.19465559      184.41527     0.16827991      280.42878     0.25595836
              0      213.28319     0.19485175      184.58349     0.16830238      280.68035     0.25654236
            0.2       198.0098     0.18837651      171.20806     0.16273496      260.74232     0.24785265
            0.4      171.34975     0.17660215      147.96002     0.15238945      225.84643     0.23264408
            0.6      139.93145      0.1613728      120.58133     0.13863949      184.75523     0.21286715
            0.8      109.20957     0.14351067      93.856343     0.12327578      144.48651      0.1897237
              1      82.317691     0.12578921      70.520567     0.10758415      109.15234     0.16732843
            1.2       60.14173     0.10828624      51.317746    0.092261068      79.984179     0.14413736
            1.4      42.868094     0.12614027      36.481854    0.078335817      57.136111     0.21900681
            1.6      30.046337    0.077624432      25.400649    0.065455859      40.252037     0.10434697
            1.8       20.78518    0.065046035      17.471251    0.054423226      27.963126    0.088045511
              2      14.115494    0.053842707      11.780436    0.044733637      19.100131     0.07318408
            2.2      9.3531959    0.044079073      7.7506068      0.0362989      12.735865    0.060387085
            2.4      6.1394071    0.035935759      5.0511267    0.029447994      8.4159825    0.049587785
            2.6      3.9218605    0.028846252      3.1995725    0.023356438       5.414183    0.040131885
            2.8      2.4265002    0.022811817      1.9635551     0.01827022      3.3771049    0.032074116
              3       1.488372    0.017869436      1.1926508    0.014165862      2.0902961     0.02538399
            3.2     0.89487422    0.013861087     0.70870121    0.010896334      1.2705463     0.01981784
            3.4      0.5087016    0.010466175     0.39946351   0.0081558056     0.72872377    0.015095435
            3.6     0.30013641   0.0081523872     0.23375739   0.0062811078     0.43286434     0.01188719
            3.8     0.16362652   0.0060856233     0.12593009   0.0046166221     0.23888446   0.0090018571
              4     0.16362652   0.0060856233     0.12593009   0.0046166221     0.23888446   0.0090018571
