#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      12.784572    0.050174719      11.026856    0.042896327      16.969768    0.066927227
            0.2      36.367416    0.083794053       31.35178    0.071966654      48.260265     0.11142757
            0.4       56.10378     0.10348102      48.357321    0.088903603      74.425988     0.13749855
            0.6      71.576384     0.11664449      61.698901     0.10014686      94.913393     0.15519906
            0.8       83.60915     0.12543695      72.049985     0.10787448      110.85094     0.16637633
              1      93.297205     0.13233484      80.395424     0.11379697      123.64728     0.17553812
            1.2      101.86324     0.13830055      87.762323     0.11871673      134.95728     0.18333225
            1.4      109.45334     0.14345004      94.286554     0.12290647      144.96451     0.19010196
            1.6      118.06902     0.14824269      101.70468     0.12747871      156.26802     0.19621663
            1.8      127.49961     0.15430472      109.82773     0.13236166      168.61675     0.20456638
              2      139.26955     0.16041264      119.95123     0.13803379       184.0629     0.21187397
            2.2      153.76344     0.16811608      132.43388      0.1447234       203.0498     0.22181496
            2.4      172.11433     0.17757373      148.25876     0.15278777      227.00862     0.23411417
            2.6      194.67112     0.18798697      167.70011     0.16178907      256.49299      0.2478754
            2.8      220.00683     0.19887008      189.51395     0.17121922       289.6089     0.26160463
              3      223.09449     0.20043367      192.06768     0.17251531      293.61681     0.26377125
            3.2      111.33883     0.14586409      95.229984     0.12458796      147.43262     0.19322587
            3.4      63.493991     0.14122428      54.071712    0.095126306      84.467033     0.23473602
            3.6      40.327857    0.089852294      34.114738    0.075831911       53.96663     0.12055703
            3.8      26.783423    0.073663275      22.547524    0.061863306      35.990389    0.099284422
              4      18.045093    0.061058784      15.132724    0.051164796      24.327739    0.082519066
            4.2      12.465439    0.050802426      10.410819    0.042272218      16.872536    0.068997246
            4.4      8.5181807    0.042123974      7.0897628    0.034964567      11.564843    0.057423091
            4.6      6.0487728    0.035621627      5.0212219    0.029517266      8.2285002    0.048653203
            4.8      4.1566945    0.029617316      3.4370207    0.024423775      5.6763606    0.040608941
              5      4.1566945    0.029617316      3.4370207    0.024423775      5.6763606    0.040608941
