#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0068201998   0.0013250131    0.005593397   0.0011145431   0.0090744222   0.0017152144
           -3.8    0.039785061    0.003099912    0.033100282   0.0025945362    0.052289722   0.0040593816
           -3.6     0.17393827   0.0063548448     0.14511168   0.0053365012     0.22804746   0.0083025063
           -3.4     0.54855843    0.011180961     0.45954717   0.0094013851     0.72031024    0.014687722
           -3.2      1.3961556    0.017585206        1.17968    0.014926629      1.8272794    0.023012828
             -3      3.2073474    0.026487199      2.7225169    0.022646222       4.186613    0.034595445
           -2.8      6.3441934     0.03692328      5.3973996    0.031486527      8.2951659    0.048249773
           -2.6      11.364773    0.049021286      9.6996766    0.041896457      14.862983    0.064090474
           -2.4      18.215556     0.06153019      15.588345    0.052713541      23.835839    0.080458003
           -2.2      27.760454    0.075325403       23.79294     0.06461188      36.379584     0.09863846
             -2      39.395988    0.089127285      33.822862    0.076446443       51.70966     0.11704359
           -1.8      52.954259     0.10240331      45.488435    0.087971816      69.661797     0.13466758
           -1.6      68.440669     0.11548964      58.822369    0.099202465       90.19767     0.15214521
           -1.4      84.458825     0.12740329      72.603434     0.10936543      111.50246      0.1681208
           -1.2      100.68221     0.13804603      86.570401     0.11856407      133.14763     0.18257536
             -1      116.37929     0.14767039      100.09859     0.12667531      154.10002     0.19598106
           -0.8      130.57358     0.15535279      112.29546     0.13338558      173.07567     0.20600226
           -0.6      141.67419     0.18281253      121.90864     0.13850555      187.89164      0.2803957
           -0.4      149.77428     0.16533324      128.81875     0.14183996      198.80184     0.21980925
           -0.2      153.86107     0.16725032      132.29436     0.14350893      204.33125     0.22231381
              0      154.00903     0.16769627      132.44963     0.14360119      204.47387     0.22283578
            0.2      149.73901     0.16559408      128.79535     0.14180074      198.77327     0.22011402
            0.4      141.68821     0.16112936      121.83669     0.13832603        188.006      0.2139626
            0.6      130.64412     0.15539184      112.34333     0.13338302      173.19554     0.20615494
            0.8      116.58024     0.14769286       100.2628     0.12675987       154.3728     0.19574371
              1      100.74843     0.13828798      86.652175     0.11869859      133.20969     0.18317168
            1.2       84.40578     0.12725081       72.55389     0.10933054      111.45152     0.16799644
            1.4      68.058059     0.11607794      58.513168    0.099129587      89.674202     0.15364027
            1.6      53.188833     0.10263778       45.69619    0.088204737      69.941379     0.13490237
            1.8      39.211512    0.088781045      33.664843    0.076324402      51.467192     0.11646607
              2       27.56553    0.075066034      23.631799    0.064433426      36.120425    0.098348557
            2.2      18.335444    0.061723997      15.689086    0.052886514      24.002969    0.080724707
            2.4      11.295168    0.048843512       9.634221    0.041709434      14.779696    0.063876453
            2.6      6.2811264    0.036708093      5.3473003    0.031273402      8.2112299    0.048002512
            2.8      3.1931582    0.026401989      2.7063736     0.02244901      4.1741708    0.034518024
              3      1.4078699    0.017688798      1.1871155     0.01495993      1.8427555     0.02316055
            3.2     0.54774673    0.011177729     0.46061974   0.0094357159     0.71494687    0.014575747
            3.4     0.17550847   0.0063831522      0.1472883   0.0054139672      0.2294103   0.0083302488
            3.6    0.042102998   0.0032049162    0.035221221    0.002693236    0.055008208   0.0041743091
            3.8   0.0069334839   0.0012910255   0.0057634144   0.0010787625    0.009003371   0.0016760838
              4   0.0069334839   0.0012910255   0.0057634144   0.0010787625    0.009003371   0.0016760838
