#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.14100094   0.0037970275    0.033295153    0.003885373     0.24870678   0.0042163782
           -3.8     0.23729223   0.0031074197     0.10229661    0.003175518     0.37228781   0.0039250359
           -3.6     0.35554258   0.0042034275     0.18999997   0.0038974599     0.52108541   0.0051853103
           -3.4     0.53686859   0.0050157331     0.32842461   0.0044264914      0.7453127   0.0063454053
           -3.2     0.78422976   0.0062851956     0.53135856   0.0055269388      1.0371008   0.0074626635
             -3      1.1005591   0.0072470042     0.79094089    0.010734772      1.4101775    0.010232105
           -2.8      1.5234737   0.0070989017      1.1608968   0.0064313566      1.8860505   0.0081305091
           -2.6      2.0865381   0.0082452755      1.6537187   0.0075937217      2.5193574   0.0092608475
           -2.4      2.7970613   0.0092308875      2.2910178   0.0085105513      3.3031048    0.010291702
           -2.2      3.7029849    0.010532395      3.1157197    0.009727517        4.29025    0.011636582
             -2      4.8475902    0.011997466      4.1716716    0.011204354      5.5235086    0.013159419
           -1.8      6.2135487    0.013530888      5.4690643     0.01275303       6.958033    0.014592723
           -1.6      7.8047519     0.01546236      6.9991276    0.014642845      8.6103765    0.016597794
           -1.4      9.6125743    0.017090016      8.7716372    0.016743854      10.453511    0.017848364
           -1.2      11.595542    0.018471408      10.755942     0.01795433      12.435142     0.01923021
             -1      13.657604    0.020109337      12.864212    0.019770854      14.450995    0.020689417
           -0.8      15.653876    0.021548404      14.944226    0.021328191      16.363525    0.021981285
           -0.6      17.457594     0.02332784      16.852397    0.023727243      18.062791    0.023295663
           -0.4       18.72531    0.024143988      18.223946    0.024599436      19.226675    0.023997375
           -0.2      19.465245    0.024469398      19.022726    0.024748846      19.907764    0.024403718
              0      19.461965    0.024219448      19.019517    0.024295422      19.904412     0.02434277
            0.2      18.809533    0.023668171      18.309846    0.023641376       19.30922    0.023850646
            0.4      17.447295    0.022830886      16.845241    0.022750094      18.049349     0.02309808
            0.6      15.665379    0.021527429      14.954632    0.021304534      16.376127    0.021962775
            0.8      13.661534    0.020212567      12.868446    0.020091291      14.454622    0.020678958
              1      11.618992    0.018506238      10.778389    0.017999883      12.459595    0.019273567
            1.2      9.5818057      0.0167823      8.7416733    0.016159826      10.421938    0.017704725
            1.4      7.7814295    0.015117087      6.9723105    0.014356562      8.5905487    0.016132693
            1.6      6.1965935    0.014005395      5.4523475    0.013423409      6.9408398     0.01490383
            1.8      4.8286549    0.012165098      4.1602698    0.011489799      5.4970404    0.013185292
              2      3.7114128    0.010915867      3.1207025    0.010480521       4.302123    0.011802556
            2.2      2.7977094   0.0095126058      2.2898608   0.0090680537      3.3055576    0.010410827
            2.4      2.0915147   0.0081642512      1.6568398   0.0075339747      2.5261895   0.0092150637
            2.6      1.5366846   0.0071078992      1.1709848   0.0064950082      1.9023843   0.0081079943
            2.8      1.0994515   0.0061263963     0.79936704   0.0055076918      1.3995359   0.0072012475
              3     0.77384581   0.0052001289     0.52526555   0.0045787489      1.0224261   0.0063019403
            3.2     0.53094895   0.0046844006     0.32461118   0.0042022469     0.73728651   0.0057538445
            3.4     0.37104383   0.0045854884     0.20172901   0.0036194209     0.54035856   0.0064676575
            3.6      0.2396485   0.0031761687     0.10354607    0.002992938     0.37575085   0.0042202856
            3.8     0.14469075     0.00262004    0.035132429    0.002703603     0.25424896   0.0033348725
              4     0.14469075     0.00262004    0.035132429    0.002703603     0.25424896   0.0033348725
