# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.942938    0.020466778      13.415616    0.019901835       14.47026    0.021180496
            0.2      13.753186    0.020183227      13.211764    0.019594544      14.294608    0.020909203
            0.4      13.474601    0.019912137      12.908176    0.019260377      14.041026    0.020731762
            0.6      13.240116    0.019618848      12.641369    0.019002188      13.838861    0.020432507
            0.8      13.118393    0.019487907      12.468537    0.018792934      13.768249    0.020356724
              1      13.229755    0.019510613      12.515144    0.018756316      13.944366    0.020434692
            1.2      13.485716     0.01991182      12.687027    0.019112521      14.284405    0.020929377
            1.4      14.017606    0.019920837       13.10954    0.019181546      14.925673    0.020941787
            1.6      14.794173    0.020629572      13.741268    0.019793844      15.847078    0.021777248
            1.8      15.949522    0.021405766      14.711668    0.020663774      17.187375    0.022568094
              2      17.512415    0.022322698      16.042442    0.021611446      18.982388     0.02356904
            2.2      19.536769    0.024286135       17.77008     0.02368039      21.303458    0.025520306
            2.4      22.225169    0.026615623      20.080837    0.028401061      24.369502     0.02784582
            2.6      25.707177    0.028248482      23.145518    0.028318944      28.268834    0.029148837
            2.8      29.624833    0.031049827      26.656173    0.031351992      32.593494    0.031873497
              3      22.889052    0.028102367      20.619414    0.028874394      25.158689     0.02836715
            3.2      22.889052    0.028102367      20.619414    0.028874394      25.158689     0.02836715
