#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00013349904  7.7330255e-05   0.0001332257  7.7178934e-05  0.00013378147  7.7487145e-05
           -3.8  0.00058702204   0.0002573277  0.00052200761  0.00027037879  0.00065203169  0.00024609087
           -3.6    0.005598909  0.00064718067   0.0048881438   0.0006626064    0.006309682  0.00064519618
           -3.4    0.019767681   0.0015042727    0.016450385   0.0014939325    0.023084966   0.0015492233
           -3.2    0.062706339   0.0019157102    0.051917243   0.0019170297    0.073495502   0.0019650113
             -3     0.17024298   0.0028367679     0.14165976   0.0027963495     0.19882607   0.0029803643
           -2.8     0.39161746   0.0041244397     0.33041506   0.0040320302     0.45281989    0.004361573
           -2.6     0.80888442   0.0058682726     0.69556469   0.0058773798     0.92220419   0.0060691035
           -2.4      1.5085108   0.0075953321      1.3220701   0.0074458413      1.6949518      0.0079657
           -2.2      2.4911341   0.0094670448       2.211858   0.0092046395      2.7704103    0.010031206
             -2      3.8815032    0.011651798      3.4872624    0.011533254      4.2757437    0.012117924
           -1.8      5.6423442    0.013800948      5.1210391    0.013675992      6.1636491    0.014279985
           -1.6      7.7847499    0.015814452      7.1223355    0.015466715      8.4471643    0.016505082
           -1.4      10.131806    0.017863335      9.3189501    0.017553151      10.944661    0.018573095
           -1.2      12.584402    0.019742696      11.628164    0.019646687      13.540639    0.020354755
             -1       15.01835    0.021076825      13.934172    0.020550643      16.102526    0.022019373
           -0.8      17.225294     0.02251491      16.022053    0.022018617      18.428536    0.023456998
           -0.6      19.081158    0.023642362      17.776032    0.023160967      20.386285    0.024557605
           -0.4      20.414217    0.024232576      19.047419    0.023749131      21.781015    0.025371404
           -0.2      21.060294      0.0248854      19.652871    0.026149397      22.467717    0.026313227
              0      21.092171    0.025134711      19.697477    0.025150074      22.486866    0.025717684
            0.2      20.373456    0.024454029      19.015452    0.024026779      21.731461    0.025351996
            0.4      19.087676    0.023852613      17.783622    0.023485717       20.39173    0.024754968
            0.6      17.197753    0.022501189      15.999305     0.02209841        18.3962    0.023338138
            0.8      15.025787    0.021501118      13.932314    0.021036668      16.119259    0.022446975
              1      12.545276    0.019582144      11.591202    0.019260221      13.499349    0.020373121
            1.2      10.112524    0.018146648      9.2984711    0.017966567      10.926577    0.018807093
            1.4      7.7572652     0.01583562      7.0893491    0.015569033      8.4251807    0.016518286
            1.6      5.6547628     0.01362329      5.1331518    0.013298055      6.1763733    0.014257887
            1.8      3.8996422    0.011567775      3.5060331    0.011316731      4.2932512    0.012086923
              2       2.515696   0.0094998904      2.2362884    0.009270341      2.7951033    0.010018682
            2.2       1.476642   0.0075671926      1.2921292   0.0074367906      1.6611549   0.0079403036
            2.4     0.81682704    0.005679348     0.70446584   0.0055253869     0.92918834   0.0060247926
            2.6     0.39739621   0.0040771977     0.33737316   0.0039723222     0.45741916   0.0043056631
            2.8     0.17302174   0.0028706384     0.14415001   0.0028525309     0.20189342   0.0029990532
              3    0.065147886   0.0018355012    0.054623179   0.0018249337    0.075672535   0.0019030272
            3.2    0.019726265   0.0010575534    0.016705133   0.0010576867    0.022747408    0.001082076
            3.4   0.0062362642   0.0006155245   0.0056299188  0.00061764496   0.0068426025  0.00061978025
            3.6  0.00099393809  0.00023667277  0.00094034147  0.00023725284   0.0010475397   0.0002368225
            3.8  0.00013416527  9.4951721e-05  0.00013184992  9.4889639e-05   0.0001364815  9.5033753e-05
              4  0.00013416527  9.4951721e-05  0.00013184992  9.4889639e-05   0.0001364815  9.5033753e-05
