#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.6682145   0.0091475326      2.5971926   0.0089505662      2.7392364   0.0093664035
            0.2      7.4013925    0.015068122         7.1863    0.014720808      7.6164848    0.015464377
            0.4       10.80626    0.018054947      10.453784      0.0176264      11.158736    0.018558612
            0.6       12.89534    0.019693292       12.41163    0.019075832       13.37905    0.020587709
            0.8      13.925388     0.02007266      13.333979    0.019428992      14.516796     0.02082364
              1      14.501482    0.020443729      13.807268     0.01969643      15.195695    0.021404483
            1.2      14.832289     0.02054897      14.037944    0.019758622      15.626633    0.021539292
            1.4        15.1292    0.020836524      14.235069    0.020061856       16.02333    0.021817849
            1.6      15.624104    0.021063142      14.610013     0.02020947      16.638193    0.022211412
            1.8      16.450592    0.021636933      15.281702    0.020936813      17.619481    0.022670353
              2      17.620731    0.022578001      16.251247    0.021792681      18.990215     0.02383468
            2.2      19.316303    0.023969066      17.695625    0.023681677      20.936982    0.024919509
            2.4       21.63067      0.0257608      19.688277    0.025377449      23.573064    0.026868241
            2.6      24.597586    0.027499499      22.252896    0.027593504      26.942277    0.028325522
            2.8      28.330739    0.029929502      25.546716    0.030165717       31.11476     0.03077711
              3      28.134548     0.03027691      25.316779    0.030660654      30.952317    0.030941322
            3.2      8.2849206    0.016919088      7.2913868    0.019013212      9.2784549    0.018535684
            3.4      2.7104775    0.010274283       2.347323    0.010609059      3.0736318    0.010506446
            3.6      1.0079016   0.0063411297      0.8578611   0.0065530602       1.157942    0.006602922
            3.8     0.39332667   0.0042834529     0.32846405   0.0046100789      0.4581894   0.0042030477
              4      0.1519718   0.0029507406     0.12506873   0.0031063589     0.17887489   0.0028857871
            4.2    0.059940373   0.0019408245    0.048489615   0.0020702815    0.071391071   0.0018573809
            4.4    0.019912779   0.0013242706    0.015129845   0.0014153915    0.024695808   0.0012561682
            4.6   0.0070216118  0.00094475931   0.0049667818   0.0009987671   0.0090764293   0.0009022669
            4.8   0.0014527189  0.00090779038   0.0004527283  0.00096502943     0.00245276  0.00085620473
              5   0.0014527189  0.00090779038   0.0004527283  0.00096502943     0.00245276  0.00085620473
