#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.15044235   0.0041914175     0.12451921   0.0044320243      0.1763656   0.0040379036
            0.2     0.40247569    0.006722051     0.32402908   0.0075505009     0.48092243    0.006132692
            0.4     0.62625946   0.0077330123     0.48443316    0.008729436     0.76808615   0.0070833646
            0.6     0.91343131   0.0083842188     0.71476422    0.009355783      1.1120981   0.0077949004
            0.8      1.2106679   0.0092749397     0.94604485    0.010732169      1.4752904   0.0084451285
              1      1.5737645   0.0095756079      1.2364346    0.010644956      1.9110945    0.009065727
            1.2      2.0480266    0.011210056      1.6215468    0.012863784      2.4745068    0.010258051
            1.4      2.7664246    0.011926654       2.235178    0.013473457      3.2976719    0.011170818
            1.6      3.8133825    0.012087823      3.1610752     0.01303502        4.46569    0.012076657
            1.8      5.4644652    0.013460717      4.6659728    0.013775961      6.2629572    0.013800058
              2      8.0992431    0.015539469      7.1163032    0.015398796      9.0821831    0.016215009
            2.2      12.550196    0.018853289       11.33249    0.018528049      13.767902    0.019690965
            2.4      20.091132    0.023468993      18.581077    0.022843662      21.601188    0.024548487
            2.6       32.99204    0.029284966      31.139901    0.028405267      34.844179    0.030484745
            2.8      53.810283    0.036649075      51.563335    0.036782931      56.057232    0.038213913
              3      70.158433    0.041064571      67.602906    0.040133582      72.713959    0.042193023
            3.2      29.493798    0.028591534      27.416996    0.027286017        31.5706    0.030143757
            3.4      14.032584    0.020472069      12.590089    0.019215022      15.475079    0.022043625
            3.6      7.4826828     0.01564974      6.4894105    0.014510943      8.4759546    0.017206778
            3.8      4.1627765    0.012393011       3.464191    0.011444705      4.8613616    0.013859011
              4        2.32354   0.0093214266      1.8293354    0.008474709      2.8177444    0.010827375
            4.2      1.3072711   0.0076577481     0.95577421   0.0069410725      1.6587677   0.0091769627
            4.4     0.70749647   0.0066856121     0.45229001   0.0058640437     0.96270313   0.0088808889
            4.6     0.36221651   0.0052420067     0.18089107   0.0051929771      0.5435418   0.0061997866
            4.8     0.16853966   0.0034671912    0.036786062   0.0037061438     0.30029334   0.0040699029
              5     0.16853966   0.0034671912    0.036786062   0.0037061438     0.30029334   0.0040699029
