#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.6587159   0.0091357117      2.5867336   0.0089346498      2.7306982   0.0093587831
            0.2      7.4083396    0.015117376      7.1948873    0.014772116      7.6217918    0.015505118
            0.4      10.788798    0.018037889      10.435593    0.017556925      11.142003    0.018609101
            0.6      12.867839    0.019500146      12.388519    0.018947524      13.347158    0.020220643
            0.8      13.998804    0.020178999       13.40421    0.019533975      14.593398    0.020948683
              1      14.474449    0.020435832      13.779876    0.019694399      15.169022    0.021367289
            1.2      14.837313    0.020656108      14.044024    0.019853266      15.630601    0.021658261
            1.4      15.153305    0.020676527      14.254381    0.019859781      16.052229      0.0217292
            1.6      15.655805    0.021011534       14.63697    0.020195447       16.67464    0.022083114
            1.8       16.42909    0.021676039      15.258291    0.020770078      17.599889    0.022928881
              2      17.608922    0.022296141      16.246254    0.021475797      18.971589    0.023555036
            2.2      19.312801    0.023581003      17.690681    0.022812474      20.934921    0.024906788
            2.4      21.599094    0.026257921      19.651943    0.026623506      23.546246    0.026884908
            2.6      24.602401    0.027311834      22.251029    0.028424705      26.953773    0.028961171
            2.8      28.318701    0.029543678      25.546264    0.029492956      31.091138    0.030567117
              3      28.164584    0.030515353      25.339454    0.031163424      30.989714    0.030980428
            3.2      8.2791478    0.017196632      7.2974667    0.017318598      9.2608288    0.017933019
            3.4      2.6901629    0.010893307      2.3243614    0.011552712      3.0559645    0.010755739
            3.6      1.0180106   0.0063603053     0.86886857   0.0064980903      1.1671526   0.0064761595
            3.8     0.39329034   0.0041909912     0.33013017   0.0043793124     0.45645053   0.0041560793
              4     0.15688525   0.0029718567     0.12972549   0.0033177559     0.18404489   0.0028129742
            4.2    0.056063289   0.0033990857     0.04439088   0.0035371822    0.067735775   0.0032855797
            4.4    0.022029609   0.0014233282    0.017354382   0.0015184079    0.026704805   0.0013564469
            4.6   0.0060232426  0.00093311786   0.0039169304  0.00098614617   0.0081295655  0.00089090608
            4.8   0.0014970208  0.00077615852  0.00050886251  0.00082705097   0.0024851863  0.00073163076
              5   0.0014970208  0.00077615852  0.00050886251  0.00082705097   0.0024851863  0.00073163076
