# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.8102028   0.0075847802      1.7687409   0.0074398799      1.8516647   0.0077424387
            0.2      5.0703277    0.012555644      4.9449222    0.012299273      5.1957332    0.012837835
            0.4      7.7277456    0.015543886      7.5129349    0.015067464      7.9425562    0.016248352
            0.6      9.6507976    0.017009834      9.3461928    0.016560335      9.9554024    0.017512159
            0.8      11.123814    0.018106008      10.721752    0.017567797      11.525876    0.018706166
              1       12.20453    0.018831352      11.704868    0.018196906      12.704192    0.019550869
            1.2      13.158471    0.019685783       12.54935    0.019012795      13.767592    0.020485175
            1.4      14.014482    0.019930378      13.287753    0.019160679      14.741212    0.020839368
            1.6      14.985141    0.020783836      14.113654    0.020148884      15.856627    0.021695832
            1.8      16.038758    0.021329542       15.00626     0.02049243      17.071255    0.022407266
              2      17.483713    0.022194466      16.234726    0.021322364        18.7327    0.023454624
            2.2      19.278036    0.023980874      17.770121    0.023782898       20.78595    0.024788743
            2.4      21.675826     0.02529669      19.844849    0.024667185      23.506803    0.026503524
            2.6      24.677788    0.026971787      22.435471     0.02666954      26.920105    0.028077828
            2.8      28.376487    0.029793266      25.690273    0.030319302        31.0627    0.030348855
              3      29.207792    0.030542076      26.378618    0.030668055      32.036966    0.031435191
            3.2      13.096597    0.020823143      11.694493     0.02086943      14.498701     0.02155091
            3.4      6.7313342    0.015291423      5.9344936    0.017490349      7.5281751    0.016963493
            3.6      3.8904694    0.011817105       3.405748    0.011849875      4.3751907    0.012389597
            3.8      2.3340636   0.0091125746      2.0281379   0.0090985555      2.6399897   0.0095551849
              4      1.4627857   0.0074189405      1.2590098   0.0074813006      1.6665618    0.007883209
            4.2     0.90663322   0.0059413767     0.77213466   0.0060118473      1.0411317   0.0063873961
            4.4      0.5757399   0.0047589088     0.48668925    0.004688206     0.66479046   0.0051327854
            4.6     0.36757699   0.0039899442     0.30856185   0.0040104387     0.42659212   0.0041168984
            4.8     0.23133099   0.0037840602     0.19032771   0.0040158961     0.27233431   0.0037114746
              5     0.23133099   0.0037840602     0.19032771   0.0040158961     0.27233431   0.0037114746
