#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0030141832  0.00085522725   0.0020955482  0.00092100007   0.0039328198  0.00079458868
           -3.8   0.0085392718  0.00078484375   0.0070035863   0.0008183469    0.010074961  0.00075967751
           -3.6    0.020036804   0.0010201767     0.01708374    0.001051793    0.022989868   0.0010009853
           -3.4     0.03812803   0.0013646712    0.032710895   0.0014114822    0.043545131    0.001339986
           -3.2    0.070169658   0.0017826444    0.059935968   0.0018645407    0.080403331   0.0017417691
             -3      0.1314519   0.0023266749     0.11387238   0.0023716607     0.14903147   0.0023313881
           -2.8     0.23424326   0.0043649553     0.20214034   0.0048121787     0.26634616   0.0040037161
           -2.6     0.41273628   0.0039228479     0.35981856   0.0041317955     0.46565392   0.0039299957
           -2.4     0.70820688   0.0049814742     0.61939915   0.0049954497     0.79701459    0.005163431
           -2.2       1.172941   0.0062173127      1.0328035   0.0060698993      1.3130785   0.0065738974
             -2      1.8852218   0.0080143238      1.6673541   0.0079799328      2.1030895   0.0083164423
           -1.8      2.9690471    0.010001869      2.6395859    0.010004147      3.2985084    0.010418102
           -1.6      4.5448023    0.012203502      4.0693358     0.01184724      5.0202692    0.013200626
           -1.4      6.7816267    0.014498024      6.1218894    0.014244446      7.4413638     0.01522455
           -1.2      9.7920543    0.017099248      8.9196307    0.016569227      10.664478    0.018065909
             -1      13.597283    0.020249608      12.481063     0.01980617      14.713504    0.021167842
           -0.8      18.009339    0.023208504      16.664459    0.022696249      19.354217    0.024199538
           -0.6      22.556684     0.02620211      21.006217     0.02612055      24.107151    0.026902408
           -0.4      26.507846    0.028021311      24.811488    0.027755896      28.204203     0.02883404
           -0.2      28.805926    0.029236155       27.03728    0.029059484      30.574572    0.029933514
              0      28.803688     0.02894358      27.032693    0.028458053      30.574682    0.029899941
            0.2      26.481275     0.02781701      24.788035    0.027383013      28.174516    0.028725393
            0.4      22.568351    0.025804821      21.019798    0.025336019      24.116904    0.026782468
            0.6      18.011731    0.023215042      16.667967    0.022813125      19.355494    0.024198418
            0.8      13.581087    0.020163634      12.463768    0.021308903      14.698406    0.022114562
              1      9.7983983    0.017901155      8.9131203    0.017621904      10.683676    0.018775739
            1.2      6.7903858    0.014353811       6.131255    0.013952756      7.4495162    0.015184275
            1.4      4.5347777    0.011710655      4.0623577    0.011329345      5.0071978    0.012456961
            1.6       2.964733   0.0097364126      2.6352219    0.009532126       3.294244    0.010291604
            1.8      1.8942095   0.0077219224      1.6743953   0.0075462662      2.1140237   0.0081461511
              2      1.1725463   0.0073325463      1.0318994   0.0072642244       1.313193   0.0077426254
            2.2     0.71271712   0.0053047443     0.62524777    0.005623006     0.80018642   0.0052370063
            2.4     0.41845234   0.0039042453     0.36538471   0.0039685277      0.4715199   0.0039707598
            2.6     0.24399524   0.0030004361     0.21273642   0.0030648951     0.27525393   0.0030312665
            2.8     0.13469878   0.0023280384     0.11663793    0.002404916     0.15275967   0.0023282211
              3    0.073151319    0.001746074     0.06351859   0.0017900083    0.082784055   0.0017350809
            3.2    0.036884991   0.0013019969    0.031580918   0.0013445378    0.042189029   0.0012817306
            3.4    0.016368476    0.002978766    0.013264416   0.0030740503    0.019472569    0.002892708
            3.6   0.0086908211  0.00083422957    0.007001984  0.00087360183    0.010379682  0.00080355475
            3.8   0.0032412274   0.0006435799   0.0023911445   0.0006719318   0.0040912955  0.00061992063
              4   0.0032412274   0.0006435799   0.0023911445   0.0006719318   0.0040912955  0.00061992063
