# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3      75.719514    0.043650789      69.088335    0.044041033      82.350694    0.044771269
            3.2      84.940481    0.046283565      78.057271    0.046461546       91.82369    0.047512122
            3.4      43.622346    0.035283062      40.463464    0.035535931      46.781227    0.037268627
            3.6      25.165788    0.027153986      23.515326    0.026508946       26.81625    0.028387855
            3.8      15.156779    0.021437898      14.252719    0.020978312      16.060838    0.022229593
              4      9.5219309    0.017056619      8.9950041    0.016731468      10.048857    0.017671029
            4.2      6.2473997    0.013758392      5.9271832    0.013391871      6.5676162    0.014263584
            4.4      4.2435964    0.011365317      4.0371674    0.011139751      4.4500252    0.011708295
            4.6      2.9778304   0.0098457083      2.8401512   0.0096989524      3.1155097    0.010143624
            4.8      2.1495167    0.008007796      2.0566934   0.0078215408      2.2423399   0.0082787065
              5      2.1495167    0.008007796      2.0566934   0.0078215408      2.2423399   0.0082787065
