#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       1.800042   0.0076415897      1.7586207   0.0074982515      1.8414634    0.007797985
            0.2       5.092368    0.012598783      4.9675308    0.012337659      5.2172048    0.012882974
            0.4      7.6976356    0.015324701       7.485608    0.014966557      7.9096634    0.015718841
            0.6      9.6823881    0.017012999      9.3768322    0.016560146      9.9879439    0.017509547
            0.8       11.13656    0.018200691       10.73506    0.017640989       11.53806    0.018827534
              1       12.23258    0.018905001      11.729201    0.018249339      12.735958    0.019672953
            1.2      13.180187    0.019440992      12.567991    0.018747259      13.792382    0.020273764
            1.4      14.033982    0.020021349      13.300998    0.019255091      14.766966    0.021006974
            1.6      14.987072    0.020639374       14.11605    0.019820987      15.858094    0.021730256
            1.8      16.050863     0.02118243      15.013609    0.020333996      17.088118    0.022262226
              2      17.490519    0.022367245      16.243409     0.02150822      18.737629    0.023589291
            2.2      19.280608    0.023372483      17.773666    0.022520772      20.787549    0.024687515
            2.4      21.584468    0.025863969      19.742394    0.026228603      23.426543    0.026440866
            2.6      24.646068    0.027007131      22.397658    0.028028541      26.894477    0.028710395
            2.8      28.432233    0.029505046      25.745225     0.02935131      31.119239    0.030514743
              3      29.182317    0.030647941      26.349684    0.031171106      32.014949    0.031220437
            3.2      13.114801    0.021078046      11.715757    0.021296987      14.513845    0.021639719
            3.4      6.7484918    0.015260186      5.9722532    0.015305325      7.5247308    0.015802127
            3.6      3.8766243    0.011580617      3.3975424    0.011541396      4.3557063      0.0121412
            3.8       2.328923   0.0096427084      2.0204687   0.0097144468      2.6373773   0.0099772616
              4      1.4361013   0.0072378971      1.2344285   0.0072163343       1.637774   0.0076584595
            4.2     0.89973453   0.0062178667     0.76624021   0.0057869684       1.033229   0.0072978492
            4.4     0.57370975   0.0047094342      0.4863299   0.0047622353     0.66108938   0.0050116139
            4.6     0.36857234   0.0040445789      0.3079415   0.0039290672     0.42920315   0.0043956789
            4.8     0.23713432   0.0031794144     0.19679835   0.0031827109     0.27747038   0.0033638324
              5     0.23713432   0.0031794144     0.19679835   0.0031827109     0.27747038   0.0033638324
