#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.2768712    0.010701766     0.65976795    0.012273341      1.8939746    0.010066986
            0.2      1.3102438    0.010774954     0.68247452    0.012595847      1.9380132    0.009953924
            0.4      1.4083006    0.010263064     0.76881005    0.011714815      2.0477909   0.0097590026
            0.6      1.6266346    0.010087164     0.95829281    0.014082321      2.2949766    0.011594855
            0.8      1.9068098    0.010460468      1.2040059    0.011762227      2.6096135    0.010228041
              1       2.326587    0.011473716      1.5744612    0.013021281      3.0787134    0.010962565
            1.2       2.977996    0.010875648      2.1559429    0.011349926      3.8000491    0.011317118
            1.4      3.9624782    0.012833571      3.0300395    0.013890384      4.8949173    0.012832496
            1.6      5.4973225    0.013166485      4.4333426     0.01295027      6.5613028    0.014180814
            1.8      7.8617759    0.015550296      6.6162216    0.015179495      9.1073305     0.01663052
              2      11.676426    0.018285903      10.194218    0.017302323      13.158634      0.0198937
            2.2      18.091169    0.022088763       16.31375    0.020960656      19.868589    0.023745142
            2.4      28.875016    0.027896839      26.747103    0.026534919      31.002928    0.029686223
            2.6      46.751443    0.034625452      44.265097     0.03333222      49.237787    0.036281813
            2.8      73.342601    0.042106392      70.565259    0.040812402      76.119943    0.043773242
              3      67.609746    0.041431502      65.555788    0.040414128      69.663702    0.042670565
            3.2      67.609746    0.041431502      65.555788    0.040414128      69.663702    0.042670565
