# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      17.296502    0.024729702      17.296502    0.024729702      17.296502    0.024729702
            0.2      17.168256    0.024631473      17.168256    0.024631473      17.168256    0.024631473
            0.4      17.006154    0.024529981      17.006154    0.024529981      17.006154    0.024529981
            0.6      16.935866    0.024495247      16.935866    0.024495247      16.935866    0.024495247
            0.8      17.028447    0.024588536      17.028447    0.024588536      17.028447    0.024588536
              1      17.440036    0.024901975      17.440036    0.024901975      17.440036    0.024901975
            1.2      18.073752    0.025372256      18.073752    0.025372256      18.073752    0.025372256
            1.4      19.138404    0.026123897      19.138404    0.026123897      19.138404    0.026123897
            1.6      20.546298    0.027090931      20.546298    0.027090931      20.546298    0.027090931
            1.8      22.539714    0.028373172      22.539714    0.028373172      22.539714    0.028373172
              2      25.208956    0.029986142      25.208956    0.029986142      25.208956    0.029986142
            2.2      28.606592    0.031929535      28.606592    0.031929535      28.606592    0.031929535
            2.4       33.03183    0.034241827       33.03183    0.034241827       33.03183    0.034241827
            2.6      38.593968    0.036889526      38.593968    0.036889526      38.593968    0.036889526
            2.8      44.550073    0.039501315      44.550073    0.039501315      44.550073    0.039501315
              3      34.304212    0.035252923      34.304212    0.035252923      34.304212    0.035252923
            3.2      34.304212    0.035252923      34.304212    0.035252923      34.304212    0.035252923
