#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.23941495   0.0041367364     0.23941495   0.0041367364     0.23941495   0.0041367364
            0.2     0.73121067   0.0065572515     0.73121067   0.0065572515     0.73121067   0.0065572515
            0.4      1.2513684   0.0081387136      1.2513684   0.0081387136      1.2513684   0.0081387136
            0.6      1.8394771   0.0094676014      1.8394771   0.0094676014      1.8394771   0.0094676014
            0.8      2.4698358    0.010675787      2.4698358    0.010675787      2.4698358    0.010675787
              1      3.2001261    0.011918937      3.2001261    0.011918937      3.2001261    0.011918937
            1.2       4.123337    0.013303829       4.123337    0.013303829       4.123337    0.013303829
            1.4      5.3912802    0.014954069      5.3912802    0.014954069      5.3912802    0.014954069
            1.6      7.0952892    0.016902613      7.0952892    0.016902613      7.0952892    0.016902613
            1.8      9.6354845    0.019396117      9.6354845    0.019396117      9.6354845    0.019396117
              2      13.468207    0.022570378      13.468207    0.022570378      13.468207    0.022570378
            2.2      19.589261    0.026747727      19.589261    0.026747727      19.589261    0.026747727
            2.4       29.45776    0.032117661       29.45776    0.032117661       29.45776    0.032117661
            2.6      45.496683    0.038807492      45.496683    0.038807492      45.496683    0.038807492
            2.8      70.236768    0.046324026      70.236768    0.046324026      70.236768    0.046324026
              3       88.49157    0.050464334       88.49157    0.050464334       88.49157    0.050464334
            3.2      38.563947    0.035891718      38.563947    0.035891718      38.563947    0.035891718
            3.4       18.94211    0.025964237       18.94211    0.025964237       18.94211    0.025964237
            3.6      10.437264    0.019631713      10.437264    0.019631713      10.437264    0.019631713
            3.8      6.0687621    0.015232063      6.0687621    0.015232063      6.0687621    0.015232063
              4      3.6507776    0.012044564      3.6507776    0.012044564      3.6507776    0.012044564
            4.2      2.2938312   0.0097190794      2.2938312   0.0097190794      2.2938312   0.0097190794
            4.4      1.4821679   0.0080549134      1.4821679   0.0080549134      1.4821679   0.0080549134
            4.6     0.97198101   0.0068235573     0.97198101   0.0068235573     0.97198101   0.0068235573
            4.8     0.66058112   0.0059144339     0.66058112   0.0059144339     0.66058112   0.0059144339
              5     0.66058112   0.0059144339     0.66058112   0.0059144339     0.66058112   0.0059144339
