#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.1413539    0.010710661      3.1413539    0.010710661      3.1413539    0.010710661
            0.2      8.8222637    0.017802587      8.8222637    0.017802587      8.8222637    0.017802587
            0.4      13.041929    0.021533198      13.041929    0.021533198      13.041929    0.021533198
            0.6      15.838903    0.023659219      15.838903    0.023659219      15.838903    0.023659219
            0.8      17.589269    0.024921064      17.589269    0.024921064      17.589269    0.024921064
              1      18.572225    0.025612539      18.572225    0.025612539      18.572225    0.025612539
            1.2      19.412437    0.026196144      19.412437    0.026196144      19.412437    0.026196144
            1.4      20.251066     0.02677892      20.251066     0.02677892      20.251066     0.02677892
            1.6      21.320785    0.027500671      21.320785    0.027500671      21.320785    0.027500671
            1.8      22.786645    0.028452663      22.786645    0.028452663      22.786645    0.028452663
              2      24.868332    0.029724647      24.868332    0.029724647      24.868332    0.029724647
            2.2      27.749914    0.031400204      27.749914    0.031400204      27.749914    0.031400204
            2.4      31.503927     0.03342113      31.503927     0.03342113      31.503927     0.03342113
            2.6      36.326845    0.035816732      36.326845    0.035816732      36.326845    0.035816732
            2.8      42.062223    0.038413649      42.062223    0.038413649      42.062223    0.038413649
              3      42.132498    0.038587751      42.132498    0.038587751      42.132498    0.038587751
            3.2      13.479669    0.022517617      13.479669    0.022517617      13.479669    0.022517617
            3.4      4.8869316    0.013739417      4.8869316    0.013739417      4.8869316    0.013739417
            3.6      2.0440491   0.0090334372      2.0440491   0.0090334372      2.0440491   0.0090334372
            3.8     0.90063488   0.0061134222     0.90063488   0.0061134222     0.90063488   0.0061134222
              4     0.40464678   0.0041649133     0.40464678   0.0041649133     0.40464678   0.0041649133
            4.2      0.1849544   0.0028620582      0.1849544   0.0028620582      0.1849544   0.0028620582
            4.4    0.081608502   0.0019408964    0.081608502   0.0019408964    0.081608502   0.0019408964
            4.6    0.036958712   0.0013168911    0.036958712   0.0013168911    0.036958712   0.0013168911
            4.8    0.017422538  0.00093586528    0.017422538  0.00093586528    0.017422538  0.00093586528
              5    0.017422538  0.00093586528    0.017422538  0.00093586528    0.017422538  0.00093586528
