#       ptHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0    0.059153006  0.00021564861    0.059153006  0.00021564861    0.059153006  0.00021564861
             10     0.17281144  0.00036573724     0.17281144  0.00036573724     0.17281144  0.00036573724
             20     0.27454056  0.00045789422     0.27454056  0.00045789422     0.27454056  0.00045789422
             30     0.35879981  0.00052010814     0.35879981  0.00052010814     0.35879981  0.00052010814
             40     0.42195222  0.00056085804     0.42195222  0.00056085804     0.42195222  0.00056085804
             50     0.46107304  0.00058374421     0.46107304  0.00058374421     0.46107304  0.00058374421
             60     0.48102592  0.00059421074     0.48102592  0.00059421074     0.48102592  0.00059421074
             70     0.48276639  0.00059372564     0.48276639  0.00059372564     0.48276639  0.00059372564
             80     0.47190787  0.00058598471     0.47190787  0.00058598471     0.47190787  0.00058598471
             90     0.44905668  0.00057098186     0.44905668  0.00057098186     0.44905668  0.00057098186
            100     0.41979538  0.00055184177     0.41979538  0.00055184177     0.41979538  0.00055184177
            110     0.38925297   0.0005312756     0.38925297   0.0005312756     0.38925297   0.0005312756
            120     0.35431567  0.00050705662     0.35431567  0.00050705662     0.35431567  0.00050705662
            130      0.3202197  0.00048177385      0.3202197  0.00048177385      0.3202197  0.00048177385
            140     0.28808854   0.0004568384     0.28808854   0.0004568384     0.28808854   0.0004568384
            150     0.25874858  0.00043249476     0.25874858  0.00043249476     0.25874858  0.00043249476
            160     0.22961683   0.0004074612     0.22961683   0.0004074612     0.22961683   0.0004074612
            170      0.2034287   0.0003832283      0.2034287   0.0003832283      0.2034287   0.0003832283
            180     0.18117932  0.00036163637     0.18117932  0.00036163637     0.18117932  0.00036163637
            190     0.16013848  0.00033968189     0.16013848  0.00033968189     0.16013848  0.00033968189
            200     0.14222043  0.00031984042     0.14222043  0.00031984042     0.14222043  0.00031984042
            210     0.12493062  0.00029963007     0.12493062  0.00029963007     0.12493062  0.00029963007
            220     0.11059708  0.00028164933     0.11059708  0.00028164933     0.11059708  0.00028164933
            230    0.097833459    0.000264653    0.097833459    0.000264653    0.097833459    0.000264653
            240    0.086892881  0.00024937095    0.086892881  0.00024937095    0.086892881  0.00024937095
            250     0.07729435   0.0002350396     0.07729435   0.0002350396     0.07729435   0.0002350396
            260    0.068123406  0.00022050058    0.068123406  0.00022050058    0.068123406  0.00022050058
            270    0.060743958  0.00020815252    0.060743958  0.00020815252    0.060743958  0.00020815252
            280    0.054147039  0.00019646739    0.054147039  0.00019646739    0.054147039  0.00019646739
            290    0.048452305  0.00018576712    0.048452305  0.00018576712    0.048452305  0.00018576712
            300    0.043017928  0.00017503753    0.043017928  0.00017503753    0.043017928  0.00017503753
            310    0.038484818  0.00016556428    0.038484818  0.00016556428    0.038484818  0.00016556428
            320    0.034475957  0.00015667984    0.034475957  0.00015667984    0.034475957  0.00015667984
            330    0.030787686  0.00014803284    0.030787686  0.00014803284    0.030787686  0.00014803284
            340    0.027575288   0.0001400987    0.027575288   0.0001400987    0.027575288   0.0001400987
            350    0.024627688  0.00013241449    0.024627688  0.00013241449    0.024627688  0.00013241449
