#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      17.361708    0.024769112      17.361708    0.024769112      17.361708    0.024769112
            0.2      17.161541    0.024623631      17.161541    0.024623631      17.161541    0.024623631
            0.4       17.01759    0.024534778       17.01759    0.024534778       17.01759    0.024534778
            0.6      16.918895    0.024495116      16.918895    0.024495116      16.918895    0.024495116
            0.8      17.028036    0.024584515      17.028036    0.024584515      17.028036    0.024584515
              1      17.406332     0.02488232      17.406332     0.02488232      17.406332     0.02488232
            1.2      18.067299    0.025360718      18.067299    0.025360718      18.067299    0.025360718
            1.4      19.108259    0.026107282      19.108259    0.026107282      19.108259    0.026107282
            1.6      20.552851    0.027092317      20.552851    0.027092317      20.552851    0.027092317
            1.8      22.551508    0.028375779      22.551508    0.028375779      22.551508    0.028375779
              2      25.141863    0.029971734      25.141863    0.029971734      25.141863    0.029971734
            2.2      28.649421    0.031948428      28.649421    0.031948428      28.649421    0.031948428
            2.4      33.054885    0.034236509      33.054885    0.034236509      33.054885    0.034236509
            2.6      38.605245    0.036881553      38.605245    0.036881553      38.605245    0.036881553
            2.8      44.580095    0.039526118      44.580095    0.039526118      44.580095    0.039526118
              3      34.263531    0.035240927      34.263531    0.035240927      34.263531    0.035240927
            3.2      34.263531    0.035240927      34.263531    0.035240927      34.263531    0.035240927
