#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.50620747   0.0058854098     0.50620747   0.0058854098     0.50620747   0.0058854098
            0.2      1.4037556   0.0088516481      1.4037556   0.0088516481      1.4037556   0.0088516481
            0.4       2.248158    0.010538692       2.248158    0.010538692       2.248158    0.010538692
            0.6      3.0864629    0.011899095      3.0864629    0.011899095      3.0864629    0.011899095
            0.8      3.8884904    0.013069926      3.8884904    0.013069926      3.8884904    0.013069926
              1       4.723622    0.014186204       4.723622    0.014186204       4.723622    0.014186204
            1.2      5.6879988    0.015394168      5.6879988    0.015394168      5.6879988    0.015394168
            1.4       7.074288    0.016948939       7.074288    0.016948939       7.074288    0.016948939
            1.6      8.9431849    0.018819033      8.9431849    0.018819033      8.9431849    0.018819033
            1.8      11.703912    0.021251213      11.703912    0.021251213      11.703912    0.021251213
              2      15.882171    0.024407218      15.882171    0.024407218      15.882171    0.024407218
            2.2      22.628155    0.028620862      22.628155    0.028620862      22.628155    0.028620862
            2.4      33.258651    0.033979287      33.258651    0.033979287      33.258651    0.033979287
            2.6      50.431434    0.040613913      50.431434    0.040613913      50.431434    0.040613913
            2.8      76.013576    0.047816046      76.013576    0.047816046      76.013576    0.047816046
              3      91.956241    0.051193958      91.956241    0.051193958      91.956241    0.051193958
            3.2      29.605149     0.03184098      29.605149     0.03184098      29.605149     0.03184098
            3.4      10.205269    0.019450378      10.205269    0.019450378      10.205269    0.019450378
            3.6       4.126812    0.012865592       4.126812    0.012865592       4.126812    0.012865592
            3.8       1.910725   0.0091722123       1.910725   0.0091722123       1.910725   0.0091722123
              4     0.96673586    0.006787197     0.96673586    0.006787197     0.96673586    0.006787197
            4.2     0.53077157    0.005157502     0.53077157    0.005157502     0.53077157    0.005157502
            4.4     0.31132658   0.0039956249     0.31132658   0.0039956249     0.31132658   0.0039956249
            4.6     0.17839449   0.0032238372     0.17839449   0.0032238372     0.17839449   0.0032238372
            4.8     0.09563673   0.0024019112     0.09563673   0.0024019112     0.09563673   0.0024019112
              5     0.09563673   0.0024019112     0.09563673   0.0024019112     0.09563673   0.0024019112
