#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.0965516   0.0087525951      2.0965516   0.0087525951      2.0965516   0.0087525951
            0.2      5.9784476    0.014686283      5.9784476    0.014686283      5.9784476    0.014686283
            0.4      9.1584615     0.01808021      9.1584615     0.01808021      9.1584615     0.01808021
            0.6      11.703386    0.020389922      11.703386    0.020389922      11.703386    0.020389922
            0.8      13.693497    0.022021847      13.693497    0.022021847      13.693497    0.022021847
              1      15.324067    0.023287671      15.324067    0.023287671      15.324067    0.023287671
            1.2      16.838983    0.024389829      16.838983    0.024389829      16.838983    0.024389829
            1.4      18.280417    0.025418216      18.280417    0.025418216      18.280417    0.025418216
            1.6      19.907498    0.026531618      19.907498    0.026531618      19.907498    0.026531618
            1.8      21.776482    0.027748422      21.776482    0.027748422      21.776482    0.027748422
              2      24.201313    0.029240152      24.201313    0.029240152      24.201313    0.029240152
            2.2      27.207382    0.030990487      27.207382    0.030990487      27.207382    0.030990487
            2.4      31.009634    0.033047876      31.009634    0.033047876      31.009634    0.033047876
            2.6      35.942509    0.035502268      35.942509    0.035502268      35.942509    0.035502268
            2.8      41.774073    0.038137397      41.774073    0.038137397      41.774073    0.038137397
              3       43.19805    0.038887775       43.19805    0.038887775       43.19805    0.038887775
            3.2      20.322517     0.02742109      20.322517     0.02742109      20.322517     0.02742109
            3.4      10.941881    0.020378925      10.941881    0.020378925      10.941881    0.020378925
            3.6       6.551646    0.015930836       6.551646    0.015930836       6.551646    0.015930836
            3.8      4.0942412    0.012739065      4.0942412    0.012739065      4.0942412    0.012739065
              4      2.6045084    0.010263553      2.6045084    0.010263553      2.6045084    0.010263553
            4.2      1.6805345   0.0083815454      1.6805345   0.0083815454      1.6805345   0.0083815454
            4.4      1.0997725   0.0068313982      1.0997725   0.0068313982      1.0997725   0.0068313982
            4.6     0.72288665   0.0056424953     0.72288665   0.0056424953     0.72288665   0.0056424953
            4.8     0.47790139   0.0046810264     0.47790139   0.0046810264     0.47790139   0.0046810264
              5     0.47790139   0.0046810264     0.47790139   0.0046810264     0.47790139   0.0046810264
