# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.44613365   0.0043490857     0.44613365   0.0043490857     0.44613365   0.0043490857
           -3.8     0.61317049   0.0050430137     0.61317049   0.0050430137     0.61317049   0.0050430137
           -3.6     0.83887856   0.0058377608     0.83887856   0.0058377608     0.83887856   0.0058377608
           -3.4      1.1159237   0.0066833472      1.1159237   0.0066833472      1.1159237   0.0066833472
           -3.2       1.506553   0.0077242354       1.506553   0.0077242354       1.506553   0.0077242354
             -3      1.9879002   0.0088128882      1.9879002   0.0088128882      1.9879002   0.0088128882
           -2.8      2.5978772    0.010030535      2.5978772    0.010030535      2.5978772    0.010030535
           -2.6      3.3852679    0.011389988      3.3852679    0.011389988      3.3852679    0.011389988
           -2.4      4.3883685    0.012895028      4.3883685    0.012895028      4.3883685    0.012895028
           -2.2       5.576077    0.014494907       5.576077    0.014494907       5.576077    0.014494907
             -2      7.0452873     0.01623267      7.0452873     0.01623267      7.0452873     0.01623267
           -1.8      8.7589565    0.018043976      8.7589565    0.018043976      8.7589565    0.018043976
           -1.6      10.820722    0.019988052      10.820722    0.019988052      10.820722    0.019988052
           -1.4      13.116081    0.021936742      13.116081    0.021936742      13.116081    0.021936742
           -1.2      15.711566    0.023900265      15.711566    0.023900265      15.711566    0.023900265
             -1      18.412134     0.02577962      18.412134     0.02577962      18.412134     0.02577962
           -0.8      21.064309    0.027470601      21.064309    0.027470601      21.064309    0.027470601
           -0.6      23.494728    0.028922507      23.494728    0.028922507      23.494728    0.028922507
           -0.4      25.329089    0.029948736      25.329089    0.029948736      25.329089    0.029948736
           -0.2      26.429913    0.030532443      26.429913    0.030532443      26.429913    0.030532443
              0      26.406097    0.030527656      26.406097    0.030527656      26.406097    0.030527656
            0.2      25.351141    0.029948799      25.351141    0.029948799      25.351141    0.029948799
            0.4      23.447545    0.028887824      23.447545    0.028887824      23.447545    0.028887824
            0.6      21.137683    0.027518809      21.137683    0.027518809      21.137683    0.027518809
            0.8      18.384994    0.025779332      18.384994    0.025779332      18.384994    0.025779332
              1      15.687706     0.02390215      15.687706     0.02390215      15.687706     0.02390215
            1.2      13.122859     0.02194317      13.122859     0.02194317      13.122859     0.02194317
            1.4      10.838235    0.020004069      10.838235    0.020004069      10.838235    0.020004069
            1.6      8.7576275    0.018042895      8.7576275    0.018042895      8.7576275    0.018042895
            1.8      6.9988453    0.016187498      6.9988453    0.016187498      6.9988453    0.016187498
              2      5.5702286    0.014482367      5.5702286    0.014482367      5.5702286    0.014482367
            2.2      4.3612537    0.012873754      4.3612537    0.012873754      4.3612537    0.012873754
            2.4      3.4108263     0.01142686      3.4108263     0.01142686      3.4108263     0.01142686
            2.6      2.6116399    0.010045838      2.6116399    0.010045838      2.6116399    0.010045838
            2.8      1.9939186   0.0088160679      1.9939186   0.0088160679      1.9939186   0.0088160679
              3      1.5066046   0.0077148744      1.5066046   0.0077148744      1.5066046   0.0077148744
            3.2      1.1312377   0.0067119674      1.1312377   0.0067119674      1.1312377   0.0067119674
            3.4     0.82967808   0.0058129073     0.82967808   0.0058129073     0.82967808   0.0058129073
            3.6      0.6174611   0.0050375786      0.6174611   0.0050375786      0.6174611   0.0050375786
            3.8     0.45103304   0.0043402162     0.45103304   0.0043402162     0.45103304   0.0043402162
              4     0.45103304   0.0043402162     0.45103304   0.0043402162     0.45103304   0.0043402162
