# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3      235.52416     0.06415011      235.52416     0.06415011      235.52416     0.06415011
            3.2      123.01029    0.057837764      123.01029    0.057837764      123.01029    0.057837764
            3.4      21.793167    0.028008558      21.793167    0.028008558      21.793167    0.028008558
            3.6       5.191871    0.013928661       5.191871    0.013928661       5.191871    0.013928661
            3.8       1.388356   0.0072076645       1.388356   0.0072076645       1.388356   0.0072076645
              4      0.3962229    0.003839285      0.3962229    0.003839285      0.3962229    0.003839285
            4.2      0.1148551   0.0020592763      0.1148551   0.0020592763      0.1148551   0.0020592763
            4.4    0.034905337   0.0011290675    0.034905337   0.0011290675    0.034905337   0.0011290675
            4.6    0.010695963  0.00062770249    0.010695963  0.00062770249    0.010695963  0.00062770249
            4.8   0.0031018294  0.00034008996   0.0031018294  0.00034008996   0.0031018294  0.00034008996
              5   0.0031018294  0.00034008996   0.0031018294  0.00034008996   0.0031018294  0.00034008996
