#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00010695963  6.1750085e-05  0.00010695963  6.1750085e-05  0.00010695963  6.1750085e-05
           -3.8   0.0011409028  0.00025209417   0.0011409028  0.00025209417   0.0011409028  0.00025209417
           -3.6    0.010543202   0.0006823836    0.010543202   0.0006823836    0.010543202   0.0006823836
           -3.4    0.035641477   0.0012645449    0.035641477   0.0012645449    0.035641477   0.0012645449
           -3.2     0.11745858   0.0022535283     0.11745858   0.0022535283     0.11745858   0.0022535283
             -3     0.30383338   0.0035888714     0.30383338   0.0035888714     0.30383338   0.0035888714
           -2.8     0.66402334   0.0052480211     0.66402334   0.0052480211     0.66402334   0.0052480211
           -2.6      1.3092113   0.0073327502      1.3092113   0.0073327502      1.3092113   0.0073327502
           -2.4      2.3328255   0.0096794475      2.3328255   0.0096794475      2.3328255   0.0096794475
           -2.2      3.7636705    0.012224893      3.7636705    0.012224893      3.7636705    0.012224893
             -2       5.737489    0.014955802       5.737489    0.014955802       5.737489    0.014955802
           -1.8      8.1859923     0.01771612      8.1859923     0.01771612      8.1859923     0.01771612
           -1.6      11.133874     0.02045217      11.133874     0.02045217      11.133874     0.02045217
           -1.4      14.322505    0.023019741      14.322505    0.023019741      14.322505    0.023019741
           -1.2      17.642692    0.025343213      17.642692    0.025343213      17.642692    0.025343213
             -1      20.903308    0.027391818      20.903308    0.027391818      20.903308    0.027391818
           -0.8      23.860738    0.029108153      23.860738    0.029108153      23.860738    0.029108153
           -0.6      26.357416    0.030441505      26.357416    0.030441505      26.357416    0.030441505
           -0.4      28.101873    0.031328296      28.101873    0.031328296      28.101873    0.031328296
           -0.2      28.989413    0.031761875      28.989413    0.031761875      28.989413    0.031761875
              0      29.020085    0.031777752      29.020085    0.031777752      29.020085    0.031777752
            0.2      28.046139     0.03130846      28.046139     0.03130846      28.046139     0.03130846
            0.4      26.358823    0.030444719      26.358823    0.030444719      26.358823    0.030444719
            0.6      23.818389    0.029086544      23.818389    0.029086544      23.818389    0.029086544
            0.8      20.919312    0.027405204      20.919312    0.027405204      20.919312    0.027405204
              1      17.598989     0.02533837      17.598989     0.02533837      17.598989     0.02533837
            1.2      14.309208    0.023007646      14.309208    0.023007646      14.309208    0.023007646
            1.4      11.112571    0.020450873      11.112571    0.020450873      11.112571    0.020450873
            1.6      8.2104514    0.017716873      8.2104514    0.017716873      8.2104514    0.017716873
            1.8       5.763729    0.014989536       5.763729    0.014989536       5.763729    0.014989536
              2      3.7910752    0.012260537      3.7910752    0.012260537      3.7910752    0.012260537
            2.2      2.3050288   0.0096415304      2.3050288   0.0096415304      2.3050288   0.0096415304
            2.4      1.3080394   0.0073120924      1.3080394   0.0073120924      1.3080394   0.0073120924
            2.6     0.66222126   0.0052379758     0.66222126   0.0052379758     0.66222126   0.0052379758
            2.8     0.30236637   0.0035575156     0.30236637   0.0035575156     0.30236637   0.0035575156
              3     0.12190822   0.0022594069     0.12190822   0.0022594069     0.12190822   0.0022594069
            3.2    0.035737195   0.0012498822    0.035737195   0.0012498822    0.035737195   0.0012498822
            3.4    0.009767735  0.00068882907    0.009767735  0.00068882907    0.009767735  0.00068882907
            3.6    0.001354822  0.00025209316    0.001354822  0.00025209316    0.001354822  0.00025209316
            3.8  0.00014261284  8.7327807e-05  0.00014261284  8.7327807e-05  0.00014261284  8.7327807e-05
              4  0.00014261284  8.7327807e-05  0.00014261284  8.7327807e-05  0.00014261284  8.7327807e-05
