#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.8476894    0.013461589      3.8476894    0.013461589      3.8476894    0.013461589
            0.2      3.9636633    0.013459072      3.9636633    0.013459072      3.9636633    0.013459072
            0.4      4.1489595     0.01361363      4.1489595     0.01361363      4.1489595     0.01361363
            0.6      4.5075304     0.01401242      4.5075304     0.01401242      4.5075304     0.01401242
            0.8       5.007461    0.014621039       5.007461    0.014621039       5.007461    0.014621039
              1      5.6749033    0.015418747      5.6749033    0.015418747      5.6749033    0.015418747
            1.2      6.6722797    0.016575536      6.6722797    0.016575536      6.6722797    0.016575536
            1.4      8.2080115    0.018159353      8.2080115    0.018159353      8.2080115    0.018159353
            1.6      10.436659    0.020235265      10.436659    0.020235265      10.436659    0.020235265
            1.8      13.747464    0.022909034      13.747464    0.022909034      13.747464    0.022909034
              2      18.891566     0.02646452      18.891566     0.02646452      18.891566     0.02646452
            2.2      27.141646    0.031126765      27.141646    0.031126765      27.141646    0.031126765
            2.4      40.400333     0.03705399      40.400333     0.03705399      40.400333     0.03705399
            2.6      61.448882    0.044131525      61.448882    0.044131525      61.448882    0.044131525
            2.8      91.453408    0.051258373      91.453408    0.051258373      91.453408    0.051258373
              3      81.918602    0.049120067      81.918602    0.049120067      81.918602    0.049120067
            3.2      81.918602    0.049120067      81.918602    0.049120067      81.918602    0.049120067
