#    masst+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
             20              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            100              0              0              0              0              0              0
            120              0              0              0              0              0              0
            140              0              0              0              0              0              0
            160              0              0              0              0              0              0
            180              0              0              0              0              0              0
            200              0              0              0              0              0              0
            220              0              0              0              0              0              0
            240              0              0              0              0              0              0
            260              0              0              0              0              0              0
            280              0              0              0              0              0              0
            300              0              0              0              0              0              0
            320              0              0              0              0              0              0
            340     0.78277407   0.0051712163     0.70937825   0.0045216541     0.87170159   0.0065913601
            360      1.7652522   0.0067119555      1.6374724   0.0061887129      1.9032573   0.0083227259
            380      1.9644448   0.0070129637      1.8278742   0.0065009948      2.1097666   0.0087412003
            400      1.9383114   0.0069532518      1.8081021   0.0064075666      2.0754701   0.0087090921
            420      1.8359281   0.0067479568      1.7112272   0.0062308473      1.9649108   0.0084798587
            440      1.6783497   0.0064714329      1.5639721    0.005926463      1.7949107    0.008092941
            460      1.5281504   0.0062642202      1.4263107   0.0058142989      1.6287948   0.0077500127
            480      1.3586992   0.0058929036      1.2694271   0.0054021121      1.4435657   0.0073158752
            500      1.2063821   0.0055468749      1.1290206   0.0051271955      1.2820163   0.0068619619
            520      1.0691177   0.0052762293     0.99801103   0.0048575505      1.1376088   0.0065250391
            540     0.95445511   0.0049323182     0.89268074   0.0045383692       1.013797   0.0061237581
            560     0.85064519   0.0046727147     0.79602627   0.0042916761     0.90302192   0.0057691398
            580     0.74790929   0.0043872873     0.69823097    0.004006939     0.79411985   0.0054369358
            600     0.66572593   0.0041421341     0.62145074   0.0038039043     0.70692444   0.0051041149
            620     0.58369978    0.003903115     0.54411444   0.0035713191     0.62038569   0.0048130084
            640     0.51810204   0.0036434118     0.48479124   0.0033415087     0.54898982   0.0045075388
            660     0.46395249   0.0034513296     0.43121337   0.0031525054     0.49439479   0.0042603988
            680     0.41228257   0.0032531198     0.38175586   0.0029493313     0.44167295   0.0040129737
            700     0.36477425   0.0030501974     0.33791702   0.0027697601     0.39043432   0.0037646747
            720     0.32441435     0.00287175     0.30161467   0.0025990942     0.34605859   0.0035596362
            740     0.28848746   0.0027234708       0.267894   0.0024790352     0.30638867   0.0033599744
            760     0.25936697   0.0025717876     0.24044109   0.0023323005     0.27836526    0.003182387
            780     0.22695593    0.002414495     0.20972747   0.0021750784     0.24312995   0.0029898528
            800     0.20378284   0.0022879845     0.18789774   0.0020530605     0.21913212   0.0028379048
            820     0.18747387   0.0021760228     0.17252401   0.0019451206     0.20277194   0.0027015433
            840      0.1682978   0.0020756615     0.15480151   0.0018623632     0.18183763   0.0025676283
            860      0.1536506   0.0019866056     0.14154875   0.0017893686     0.16539808   0.0024505874
            880     0.13264682   0.0018391229     0.12245928   0.0016421064     0.14330549   0.0022896731
            900     0.12281179   0.0017552817     0.11244708   0.0015642755     0.13369468   0.0021904519
            920     0.11069021   0.0016702366     0.10157205   0.0014909589     0.12026883   0.0020857385
            940     0.10235579   0.0016095106    0.092871225   0.0014191311     0.11274487   0.0020069217
            960    0.088587333   0.0014924795    0.080877685   0.0013177746    0.096313909   0.0018711529
            980    0.079810022   0.0014245657     0.07266791    0.001268786    0.086489556    0.001763678
           1000    0.079810022   0.0014245657     0.07266791    0.001268786    0.086489556    0.001763678
