# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.113865      0.1779628      11.960715     0.15775729      14.237199     0.22292806
            0.2       38.74054     0.30870787      35.643652     0.27791082      41.723121     0.38513268
            0.4      59.460333     0.38296228       54.73849     0.34577057      64.012119      0.4763283
            0.6      76.514592     0.43534823      70.557517     0.39776327      82.271709     0.53864519
            0.8      89.911935     0.46898936      82.898843     0.42630984      96.890993     0.58367565
              1      100.46703     0.50206621      92.943671     0.46016769      107.76263     0.61885516
            1.2      109.88566     0.52243368      101.78279     0.47880942      117.93085     0.64599711
            1.4      119.19404     0.54525642      110.36532     0.49972901      127.90394     0.67523924
            1.6      128.20991     0.56969501      118.96739     0.52439411      137.44435     0.70111733
            1.8      138.40842      0.5941778      128.66932     0.54812868      148.22802     0.73311813
              2      152.22511     0.62541374      141.82174     0.57924594      162.42056      0.7701485
            2.2      169.35405     0.66245991      158.10273     0.61427561       180.3858     0.81330619
            2.4      189.71225     0.69798998      177.26141     0.64860351      202.45066      0.8698293
            2.6      215.77748     0.76504604      201.91065     0.70570854       229.4294     0.94182343
            2.8      243.20998     0.79757879      228.30826     0.74938509      258.17147     0.99186541
              3      248.19346     0.82654063      232.89584     0.76812154      264.23039      1.0239543
            3.2      120.75317      0.5703511      112.58175     0.52410329       128.9463     0.71050535
            3.4       69.76188      0.4314691      64.621367     0.39239313      75.248158     0.53937985
            3.6      43.251466     0.33435475      39.698168     0.30013428      47.045486     0.41801625
            3.8      28.174789     0.26678429      25.708137     0.23715256      30.899644     0.33533191
              4      18.913744     0.21821275      17.237041       0.193468      20.788514     0.27333437
            4.2      12.763296     0.17980659        11.5364     0.15754441      14.110005     0.22633196
            4.4      8.5675685     0.14568689       7.722246     0.12811762      9.5518139     0.18365155
            4.6      5.9455749     0.11959923      5.2846669      0.1030654      6.7367636     0.15246119
            4.8      4.1753166    0.099162624      3.6842672    0.084836836      4.7745521     0.12640942
              5      4.1753166    0.099162624      3.6842672    0.084836836      4.7745521     0.12640942
