# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.6991721     0.11292631      5.7127122    0.096534002      7.6763792     0.13401034
            0.2      19.814793     0.19741932      16.948975     0.17126181      22.645272     0.23210433
            0.4      30.496916     0.24396121      26.211896     0.21269592      34.679691     0.28608097
            0.6      38.128004     0.27269287      32.846131     0.23769072      43.386575     0.32104468
            0.8      43.272891     0.29158279      37.402037     0.25579088      49.025024     0.34138945
              1      46.894685     0.30441855      40.745423     0.26865783       52.93539     0.35573777
            1.2      50.705142       0.318911      44.193334     0.28145103      57.108634     0.37411467
            1.4      55.488512     0.33717751      48.695663     0.29993351      62.036557     0.39092049
            1.6      62.568122     0.36005245      55.280684     0.32243267      69.563994     0.41849432
            1.8        73.1418     0.39413451      65.272143     0.35820943      80.427531     0.45378844
              2      88.716114     0.44080415       80.02926     0.40423904      96.468085      0.5064773
            2.2       115.5536     0.51180549      105.33807     0.47393935      124.23865     0.58705526
            2.4      159.42313     0.61011077      147.12042     0.57009921      169.30494     0.70026206
            2.6      237.75573     0.76085931      222.17186     0.71177595       249.5794      0.8832574
            2.8      409.88253      1.0189663      386.95658     0.95671467      427.99884      1.2297628
              3      756.67227       1.454384      725.60851       1.373126      799.39299       1.909441
            3.2      176.77464     0.74102942      168.53816     0.69208677      189.25169     0.97111838
            3.4      35.711623     0.32694664      33.651774     0.29757325      38.676896     0.42585843
            3.6      7.9115993     0.14896314      7.3168833     0.12953102      8.7058224     0.20225289
            3.8      1.6842651    0.067395059      1.4555445    0.055040314      1.9798711    0.094454216
              4     0.25528352     0.02977366     0.16459396    0.020527742     0.40794064    0.045783338
            4.2    0.090999067    0.027371168  -0.0016178732   0.0025252384      0.2192044    0.044911528
            4.4    0.047164549     0.03820661    0.027569693     0.01947532     0.14101911    0.068108888
            4.6    0.021403637    0.073071271   0.0021161442    0.047857162    0.072191052     0.12513317
            4.8   -0.094106725    0.070787852    -0.40212297        0.28433    0.018729322    0.036729418
              5   -0.094106725    0.070787852    -0.40212297        0.28433    0.018729322    0.036729418
