#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.41355086    0.030750454     0.23764412    0.020776696     0.67529372    0.046491246
           -3.8     0.96705574    0.046010935     0.73464079    0.035917984      1.2944707    0.062494877
           -3.6      1.5334609    0.059005011      1.2237092    0.047345815      1.9307139    0.078166555
           -3.4      2.4465586    0.074490911      2.0231762    0.061178836      3.0145467    0.096801285
           -3.2       3.866584    0.092850297      3.2530963     0.07707973      4.6658734     0.12041244
             -3      5.5133708     0.11499148      4.7334004    0.097649452      6.5040287     0.14572611
           -2.8      8.1871726     0.13958974      7.1399033     0.12017702      9.4807131     0.17628776
           -2.6      11.945749      0.1716095      10.580812     0.14995279      13.423369     0.21315207
           -2.4      16.922677      0.2019454      15.141029     0.17765686      18.938378     0.25280506
           -2.2      23.929625     0.24186961      21.693354     0.21487951      26.311677     0.30028319
             -2      34.025408     0.29279593      31.054444      0.2636826       37.23372     0.36101185
           -1.8      46.559447     0.34307402      42.762196     0.30875697      50.514042     0.42484271
           -1.6      62.072021     0.39469617      57.267268     0.35657122      66.927097     0.48943046
           -1.4      80.806196     0.45038571      75.059125     0.41172227      86.507427     0.56253578
           -1.2      102.29631     0.50906368      95.585032      0.4685307      108.87147     0.63320327
             -1      124.75132      0.5604357       116.3384     0.51513936       133.0388     0.69920671
           -0.8      145.20129      0.6075277       135.9139     0.56006573      154.21598     0.75595349
           -0.6      164.33861     0.64713941      153.87233     0.60612729       174.5953     0.80339411
           -0.4      179.06259     0.68376544      168.04564     0.63939129      189.60996       0.843382
           -0.2      188.99627     0.72259267      176.61812     0.66372298      201.89119     0.90088623
              0      188.33002     0.72115277      175.96421     0.65818311      201.19297      0.9097908
            0.2      179.24265     0.67773606      167.90458     0.62896382      190.36186     0.84200551
            0.4      163.81507     0.64744435      153.80209     0.60173578      173.22358     0.80307271
            0.6      145.59304     0.61505408      136.41625     0.57172725      154.55193     0.75719208
            0.8      122.44461     0.55843989      114.40245     0.51547395      130.27194     0.69459831
              1      101.85599     0.51014562      94.987514     0.46828298       108.5033     0.63288352
            1.2      80.382061     0.45385391      74.810105     0.41275121      85.757951      0.5599226
            1.4      61.930209     0.39955323      57.249944     0.36216148      66.719627     0.49174746
            1.6       46.17035       0.340102      42.356873     0.30514986      50.079647     0.42321856
            1.8      34.402763     0.29230495      31.321169     0.26160728      37.664737     0.36115473
              2      23.722487     0.24258134      21.460174     0.21470461      26.133846     0.30173055
            2.2      16.971665     0.20226051      15.159448     0.17722897      19.124901     0.25326102
            2.4      11.630466     0.16541536      10.308999       0.144141      13.136849     0.20839745
            2.6      7.9796234     0.13816387      6.9791641     0.11890875       9.196709     0.17391517
            2.8      5.7833747     0.11590103      4.9780857    0.098687478      6.7957147     0.14688893
              3      3.8667677    0.093933454      3.2597962    0.078790989      4.6481548     0.11996273
            3.2      2.5201307     0.07599435      2.0813762    0.062453715      3.1245376    0.098757434
            3.4      1.5558084     0.05810389      1.2930052    0.047460885       1.945249    0.077538537
            3.6      1.0114992     0.04618244     0.79109216    0.036185711      1.3422463     0.06344383
            3.8     0.34816876    0.029339511    0.049652989    0.010594691     0.61538994    0.045935138
              4     0.34816876    0.029339511    0.049652989    0.010594691     0.61538994    0.045935138
