# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.3309498    0.089417549      2.9389219    0.076112486      3.8553096      0.1156982
           -3.8      4.7153183     0.10650941      4.1632113    0.091508298      5.3584047     0.13487057
           -3.6      5.9579832     0.12204252      5.3411752     0.10555075      6.6529589     0.15511953
           -3.4      8.1948575      0.1426199      7.4052341     0.12481637      9.0988694     0.17951263
           -3.2      10.592452     0.16048874      9.5701148     0.14095037       11.72228     0.20041618
             -3      13.731334     0.18493815      12.489623     0.16331148      15.138174     0.23183121
           -2.8      17.943464     0.21125377      16.388563     0.18732706      19.624571     0.26555201
           -2.6      22.609895     0.23894089      20.771864     0.21346533       24.61097     0.29901938
           -2.4      28.369724       0.270309      26.126023     0.24201755      30.657484     0.33787393
           -2.2       36.12753     0.30329995      33.247149     0.27231199      39.191632     0.37910016
             -2      44.454789     0.34401269      41.129495     0.31149085      47.842819     0.42375157
           -1.8       54.83968     0.37922242      50.887666     0.34504463      58.694256     0.46905521
           -1.6      68.140655     0.41828705      63.229205     0.38221406      73.143942     0.51687818
           -1.4      81.220369      0.4559527      75.492044     0.41535886      86.979335     0.56890651
           -1.2      96.319939     0.49927782      89.678084     0.45888289       103.1468     0.62500159
             -1       112.2274      0.5463013      104.86408     0.50503816      119.16433     0.67099991
           -0.8      127.45961     0.57567511      119.01608      0.5340396      135.74236     0.71102285
           -0.6      141.96355     0.61060145      133.00497     0.56756499      150.40359     0.75521477
           -0.4      154.20214     0.62272911        144.075     0.57263783      164.27623     0.77678811
           -0.2      159.31249      0.6396113      148.76137     0.58713529      169.91452     0.79914206
              0      159.07872     0.64421638      148.62678     0.59680236      169.22229     0.80001885
            0.2       152.7735     0.62513419      142.48153     0.57579682      163.29901     0.77742991
            0.4      142.07341     0.59976638      132.50872      0.5507232      151.76882      0.7519836
            0.6      129.27353      0.5794408      120.20245       0.532295      138.27016     0.72082425
            0.8      113.10937     0.54799921      105.42136      0.5060801      120.36021     0.67405081
              1      95.758815     0.49769891      89.153739     0.45549568      102.42748     0.61800982
            1.2      81.604418      0.4658164      76.059484     0.43174838      87.024667     0.56982683
            1.4      67.676935     0.41851367       62.87056     0.38304978      72.488676     0.51882184
            1.6      54.929415     0.37948608      51.001062     0.34691294      58.816042      0.4703635
            1.8      44.749267     0.33613711      41.143653     0.30082232      48.561427     0.42008334
              2      36.108126     0.30232285      33.270741      0.2735927      39.062114     0.37446815
            2.2      28.623364     0.26912969      26.347404     0.24222227      31.049558     0.33486574
            2.4      23.113467      0.2430212      21.171693     0.21932186      25.143023     0.30147062
            2.6      17.767904     0.21076326      16.166112     0.18658497       19.58905     0.26391255
            2.8      14.004759     0.18627674      12.723639     0.16418389      15.470971      0.2345592
              3      10.645115     0.16250085      9.6365156     0.14287094      11.788395     0.20578556
            3.2      8.0966609     0.14246284      7.2697622     0.12515098      8.9868746     0.17851383
            3.4      6.3339876     0.12434992      5.7168614     0.10842726      7.0529086     0.15737333
            3.6      4.7133364     0.10608195      4.2123087    0.091480019      5.2877882     0.13550862
            3.8      3.5318231    0.091890657      3.1068099    0.078871851      4.0370129     0.11689411
              4      3.5318231    0.091890657      3.1068099    0.078871851      4.0370129     0.11689411
