#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.965931     0.22484437      19.139849     0.19976651       22.80808     0.28188747
            0.2      58.613418     0.38095127      53.694345     0.34380651      63.540559     0.47425654
            0.4      87.344372     0.46412089      80.604073     0.42386031      94.044307      0.5760885
            0.6      105.62775     0.50827892      97.402017     0.46342173      113.72982     0.62960899
            0.8       116.2993     0.53558654      107.44052     0.49086063      125.11776     0.66386032
              1      122.13318     0.55513966      113.20381     0.50903408      130.76903     0.68514759
            1.2      127.28689     0.56095271      117.98201     0.51255643      136.49307     0.69665073
            1.4      131.59081     0.57356088      121.91534     0.52666997      141.40477     0.70776932
            1.6      137.23099     0.58849365      127.27341     0.54148311      147.22886     0.73062276
            1.8      144.88206     0.60779252      134.84922     0.55894169      154.74677     0.74710417
              2      157.17464     0.63392628      146.32986      0.5831665      168.16948     0.78490071
            2.2      173.03143     0.66700305       161.2542     0.61057687      184.97134     0.82735963
            2.4      193.32711     0.71566661      180.36918     0.66298234      207.05585     0.88442495
            2.6      217.50082     0.75835223      203.65154      0.7041798      231.51262     0.94118863
            2.8      245.67044     0.81684151      230.99667     0.76641194      260.63769      1.0120913
              3      241.41078       0.819578      226.83136     0.76753735      255.99111      1.0164863
            3.2      80.669722     0.46793467      75.062116     0.42826074      86.247325     0.57714038
            3.4       30.92214     0.28066646      28.319683     0.25265064      33.837617     0.35047588
            3.6      13.299129     0.18341513      12.035622     0.16247855      14.644861     0.22947518
            3.8      5.9825185     0.11948867       5.298559     0.10354316      6.7985311       0.152315
              4      2.6339706    0.078535288      2.2891731    0.065922085      3.0547318     0.10194956
            4.2      0.9215853    0.045571625      0.6445051     0.03409206       1.218845    0.063260162
            4.4     0.32605191    0.028940193    0.011719383   0.0054831326     0.49302511     0.03914734
            4.6    0.070663746    0.017823721    0.013719021   0.0086264988     0.25325628    0.036106956
            4.8   0.0062955714    0.010222166   0.0062955714    0.010222166     0.22994749    0.042750141
              5   0.0062955714    0.010222166   0.0062955714    0.010222166     0.22994749    0.042750141
