#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.2755588    0.087107784       2.883022    0.073985433       3.794878     0.11302228
           -3.8      4.5340618       0.104945       4.051339    0.090470121      5.0905153     0.13321724
           -3.6      6.3722385     0.12522195      5.7600691      0.1091727      7.0984164     0.15928435
           -3.4      8.1368481     0.14216058      7.3231953     0.12438029      9.0615891     0.17958915
           -3.2      10.802547     0.16492352      9.7816758      0.1452734      11.922254     0.20633439
             -3      13.772362     0.18545323      12.510406     0.16412639      15.149945     0.23231577
           -2.8      18.150831     0.21473896      16.514988     0.19091584      19.994708     0.26747228
           -2.6      22.537297     0.23834351      20.686772      0.2121813       24.51516     0.30012002
           -2.4      28.586977     0.26760714      26.221308     0.23935809      31.094839      0.3339467
           -2.2      35.693622     0.30317376      32.949739     0.27341914       38.43203     0.37630862
             -2      44.068765     0.34132534      40.881637      0.3115246      47.220874     0.42340809
           -1.8      55.573404     0.38234001      51.491808     0.34839649      59.548926     0.47386947
           -1.6      67.572372     0.41700315      62.751579     0.38303648      72.604441     0.51849218
           -1.4      81.049889     0.46280678      75.335539     0.42468628      86.900576     0.56946939
           -1.2      96.835372     0.49999344      90.032746     0.45728268      103.97899     0.62013655
             -1      112.04779     0.53699097      104.57134      0.4937431      119.34303      0.6711307
           -0.8      128.81309     0.57705108       119.9977     0.52878783      137.51908     0.71846451
           -0.6      142.87942      0.6078335      133.49719      0.5618512      151.99385     0.75156122
           -0.4      154.21141     0.62863778      144.09483     0.58227086       164.4786     0.78350299
           -0.2      159.12723     0.63776838      148.37724     0.58475107      169.99838     0.79907752
              0      159.19832     0.63857396       148.7721     0.59219388      169.00418     0.79374775
            0.2      153.92895     0.63202096      143.92782     0.58213523      163.78226     0.78357884
            0.4      141.42194     0.60614114      132.12008     0.56564461      150.41543     0.75123664
            0.6      127.99341     0.57637625      119.18449     0.52917746      136.80808     0.71232593
            0.8      112.58292     0.54031563       104.8384     0.49525304      120.25848     0.66927478
              1      96.097417     0.50501876      89.509384     0.46297209      102.80479     0.62262782
            1.2      81.513973     0.46201862      75.675262     0.42319196      87.089892     0.56949626
            1.4      66.902373     0.41738958      62.221641     0.38143637      71.490531     0.51699469
            1.6      55.833198     0.38232738      51.647573     0.34955157      60.064458     0.47157455
            1.8      44.321725     0.34083915      41.021054     0.30844404      47.633813     0.42344701
              2       36.02678     0.29973923      33.245839     0.27019691      38.944411     0.37621985
            2.2      28.829119     0.27225772       26.55418     0.24576732      31.120149     0.33627809
            2.4       22.58388     0.23589449      20.651027     0.21003664      24.765109     0.29716435
            2.6      17.731191     0.21093508      16.193007      0.1869685      19.309625     0.26455066
            2.8      13.577641     0.18376652      12.363199     0.16257519      14.900613     0.23195056
              3      10.732193     0.16219254      9.7216173     0.14301648      11.846577     0.20419472
            3.2      8.2064871     0.14230055      7.4126061     0.12401365      9.1333619     0.17885822
            3.4      6.0916431     0.12055928      5.4694673     0.10470206       6.824641     0.15398611
            3.6      4.5771566     0.10560249      4.0830271    0.090773406      5.1679341     0.13434101
            3.8      3.4388364    0.090231944      3.0471443    0.077440487      3.9641926     0.11609873
              4      3.4388364    0.090231944      3.0471443    0.077440487      3.9641926     0.11609873
