#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.9576974     0.10145515      3.5921377    0.087657343      4.4615706     0.13181907
           -3.8      5.6159909     0.12040949      5.0591727     0.10450009      6.2652481     0.15693353
           -3.6      8.0527831     0.14467879      7.3567528     0.12730562       8.828423      0.1872166
           -3.4      11.309377     0.17288447      10.383841     0.15268094      12.408536     0.22026791
           -3.2      16.372642     0.20974384      15.159436     0.18655421      17.685332     0.26509783
             -3      22.235188     0.24603018      20.686569     0.22406801      23.876116     0.30681795
           -2.8      29.467764     0.27836497      27.356563     0.25235423      31.641129     0.35121733
           -2.6      37.756846     0.31546311      35.179295      0.2873812      40.393033     0.39541404
           -2.4      47.467616     0.35203264       44.10844     0.31890429      51.077687     0.44256225
           -2.2      57.245125     0.38577259      53.245829     0.35001521      61.380696     0.48405823
             -2      68.067599     0.41922085      63.217648     0.38132902      73.087076     0.52224231
           -1.8      78.833031     0.45077492      73.286249     0.41091385      84.663149     0.55891166
           -1.6       88.30931     0.47355591      82.097781     0.43542999      94.331337     0.58520125
           -1.4      94.364685     0.49235821      87.661016     0.45229143      100.96582     0.60575245
           -1.2      100.59825      0.5055344       93.70863     0.46627412      107.28347     0.62202596
             -1      103.35238     0.51262527      96.296965     0.47285783      110.17599     0.63240861
           -0.8      105.28598      0.5170575      97.621282      0.4763045      112.92808     0.63551044
           -0.6       105.4577     0.51502403      98.041101     0.47153998      112.64714     0.63478329
           -0.4      105.55776     0.51571619       97.93696     0.47205154      113.07474     0.63632982
           -0.2      105.65716     0.51978613      98.142218     0.47761782      112.83606     0.63749466
              0      105.07677     0.51598528      97.491569     0.47192606      112.70894     0.63753939
            0.2        105.534     0.51719154      98.025925      0.4750624      112.95492     0.63521047
            0.4        104.597     0.51509739      97.473786     0.47150319      111.31884     0.64106322
            0.6      105.44155     0.51761781      97.925861     0.47549202      113.00863      0.6411304
            0.8      102.24883     0.50890275      94.990011     0.46320343      109.46813     0.63526787
              1      100.41665     0.50646848       93.19595     0.46259472      107.67725     0.62492274
            1.2       94.18423     0.49620291      87.524853     0.45477805      100.65894     0.61196166
            1.4      88.100352     0.48059968      81.988896     0.44059422      94.355288     0.59679538
            1.6      78.957462      0.4512959      73.484157     0.41144061      84.662405     0.56777689
            1.8      68.613858     0.42101573      63.755175     0.37879961      73.770703     0.53193014
              2      57.636226     0.39032952      53.757027     0.35389255      61.902379     0.49483536
            2.2      47.606327     0.35706917      44.067426     0.32209442      51.397003     0.45117944
            2.4      38.665579     0.32188669      35.860614     0.29065383      41.710137     0.40730442
            2.6      29.656388     0.28389839      27.548695     0.25473142      31.927729     0.36120125
            2.8      22.201776     0.24776382      20.649135     0.22263766      23.804777     0.31422703
              3      16.247633     0.21128535      15.036347     0.18768534      17.542347      0.2722468
            3.2       11.67239     0.17649446      10.674848     0.15453339      12.776897     0.22763246
            3.4      8.3824252     0.15091865       7.641664     0.13211576      9.2279112     0.19454121
            3.6      5.4941474     0.12338037       4.968294     0.10602935      6.0331944     0.16111465
            3.8      3.6958179     0.10048308      3.3640276    0.086513807      4.1188123     0.13243336
              4      3.6958179     0.10048308      3.3640276    0.086513807      4.1188123     0.13243336
