#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.0885538     0.10220505      3.6602768    0.088465248      4.6431929     0.13392026
           -3.8      5.9342451     0.12567557      5.3584688     0.10962696      6.5812455     0.16086131
           -3.6      8.7064678     0.15109042      7.9359837     0.13205002      9.6801066     0.19349011
           -3.4      12.563455     0.18005757      11.388103     0.16014945      13.900471     0.22938928
           -3.2       17.09784     0.21491896      15.608598     0.19148326      18.687613     0.27106813
             -3      23.574433     0.25035845       21.67677     0.22530837      25.667323     0.31639867
           -2.8      30.562641     0.28664844      28.099585     0.25692544      33.319883     0.36194393
           -2.6      40.784399     0.32891117      37.662232      0.2978184       44.35371     0.40836864
           -2.4      49.774721     0.36106761      45.838701     0.32528273      54.132308     0.45412545
           -2.2      59.931975     0.39609231      55.584924     0.36330993      64.333501     0.49010336
             -2      69.693008     0.42081692      64.655692     0.38223736      74.885832     0.52651721
           -1.8      79.184695     0.45380627      73.680504     0.41584748      84.599872     0.56059653
           -1.6      88.123919     0.47021997      81.758031     0.42908142      94.651487     0.58408926
           -1.4      93.928899     0.49116426      87.306676      0.4508601      100.44423     0.60518578
           -1.2      99.262498     0.50094958      92.587034     0.45911978      105.70907     0.62173848
             -1      101.00106     0.50909313       94.18556     0.46961346      107.39876     0.62527448
           -0.8      102.63542     0.50780414       95.81097     0.46631439      108.94475     0.62795842
           -0.6      102.52773     0.50608603      95.576755      0.4632747       109.1376     0.62646261
           -0.4      101.30408      0.5072884      94.583553     0.46565365      107.32001      0.6243776
           -0.2      101.14657     0.50756022      94.403723     0.46539497      107.50385     0.62379294
              0      100.70643     0.50685244      94.185541     0.46708134      106.70779     0.62420216
            0.2      102.14386     0.50832773      95.121219     0.46709028      108.99628     0.62578689
            0.4      102.35612     0.50660089      95.261443     0.46309113      109.40552     0.62843411
            0.6      102.84019     0.50968852      95.687377     0.46442401      109.99056     0.63324157
            0.8      101.86105     0.50989674      94.849401     0.46763449      108.59193     0.62817495
              1       99.28851     0.50097923      92.487951     0.46025426       106.2138      0.6207748
            1.2      94.990903     0.49233428      88.255752     0.44916736      101.93871      0.6146556
            1.4      88.318134     0.47865375      82.301895     0.43981766      94.575776     0.59551048
            1.6      80.155868     0.45606683       74.49337      0.4153844      86.009833     0.57257295
            1.8      70.354645     0.42678867      65.362166     0.38717975       75.49234     0.53626958
              2      60.195261     0.39486569      55.779283     0.35637191       64.93776     0.50057652
            2.2      50.068788     0.36695977      46.262537     0.33236805      54.214314     0.46109831
            2.4      40.364325     0.32446033      37.170339     0.29073904      43.879245      0.4104111
            2.6      30.725065     0.28580791      28.329073     0.25407879      33.388714     0.36705079
            2.8      23.450237     0.25288878      21.534788     0.22644777      25.569821     0.32483018
              3      17.149022     0.21646776      15.627015     0.19098717      18.779672     0.27776904
            3.2      12.072588     0.18557644      11.091912     0.16505404      13.168128     0.23580385
            3.4      8.5237742     0.15075222      7.7057379      0.1312629      9.4450292     0.19809154
            3.6      6.1807023     0.12725047      5.5625805     0.11038749      6.9096077     0.16677439
            3.8      3.9576372      0.1021758      3.4889391    0.085956837      4.5184506     0.13502992
              4      3.9576372      0.1021758      3.4889391    0.085956837      4.5184506     0.13502992
