# ptHiggs+top+t        central        num_err    min (scale)        num_err    max (scale)        num_err
# bar
              0       4.905029    0.019249844      4.7562636    0.018098078      5.5397983    0.027651705
             10       5.913203    0.019271091      5.7090521    0.017605476      6.1964395    0.025441361
             20      5.1334816    0.016946774      4.9174494    0.015620243      5.3101563    0.020233045
             30      4.3379162    0.015250162      4.1279237    0.014285668      4.4840505    0.017540327
             40      3.6186636    0.013722624      3.4159537    0.012917593      3.7610525    0.015417941
             50      3.0394763    0.012310255      2.8598169    0.011630106      3.1584308     0.01366424
             60      2.6032519    0.011313887      2.4408697    0.010706817      2.7105716    0.012350256
             70      2.2147556    0.010311277      2.0647476   0.0097665779      2.3152918     0.01118134
             80      1.8818721   0.0093581724      1.7486473   0.0088183185      1.9749378    0.010142517
             90      1.6248687   0.0086674841      1.5011279   0.0081197835      1.7158556   0.0093428745
            100       1.411271   0.0079793635        1.30002   0.0074991724      1.4937292   0.0087981246
            110      1.2349572   0.0074030146      1.1320636   0.0069091833        1.31426   0.0081742329
            120       1.057103   0.0067298542     0.96166488     0.00623012      1.1372537   0.0074766477
            130     0.93380951   0.0063256983     0.84415445   0.0058215042      1.0092172   0.0070327185
            140     0.82179611   0.0058279229     0.73682066   0.0053229248     0.89825304   0.0065367814
            150     0.71055733   0.0053858534     0.63243803   0.0048931535     0.78068556   0.0060547748
            160     0.62729489   0.0050139901     0.55301776   0.0045240971     0.69680227   0.0056649848
            170     0.55215723   0.0046739572     0.48228829   0.0041910056     0.61927567   0.0053283099
            180     0.49681801   0.0043856041     0.43339499   0.0038990988     0.55864228   0.0050460194
            190     0.44260527   0.0041052055      0.3812356   0.0035920093     0.50487053   0.0047613804
            200     0.39651944   0.0038600668     0.34012331   0.0033574679     0.45295653   0.0044988635
            210     0.35082993   0.0036033696     0.29855318   0.0031049776     0.40462566   0.0042421134
            220     0.32035362   0.0034365044     0.27187506   0.0029685375     0.36972821   0.0040236226
            230     0.28367203   0.0032266876     0.24025168   0.0027800912     0.32828339   0.0037843154
            240     0.26098066    0.003074954     0.21926828   0.0026187278     0.30427628   0.0036347028
            250     0.23921949   0.0029297988     0.20067302   0.0024947062     0.27974228   0.0034623657
            260     0.21718236   0.0027843242     0.18124718   0.0023447144     0.25513732   0.0033260636
            270     0.19678132   0.0026534564     0.16440391   0.0022410875     0.23052033   0.0031602056
            280     0.17850915   0.0025120629     0.14816299   0.0021049883     0.21060831   0.0029957395
            290     0.16070693    0.002382572     0.13318419   0.0019966704      0.1895703   0.0028348722
            300     0.14717141   0.0022648788      0.1213615   0.0018830207     0.17471081   0.0027227828
            310     0.13834795   0.0022042779     0.11471057   0.0018454437     0.16323623   0.0026236882
            320     0.12473547   0.0020919079     0.10311579   0.0017412147     0.14761719   0.0024939901
            330      0.1147386   0.0020021768     0.09470922   0.0016609214     0.13629251   0.0024094853
            340     0.10427827   0.0019038808    0.085812143   0.0015747425     0.12355536   0.0022831939
            350    0.097123591    0.001840206     0.07975408   0.0015186933     0.11554648   0.0022141553
            360    0.087209391   0.0017401511    0.071952141   0.0014419376     0.10307647   0.0020910139
            370    0.079476848   0.0016700104    0.065657808   0.0013840435    0.093614188   0.0019991659
            380     0.07543777   0.0016239571    0.062183666   0.0013389715    0.089293688   0.0019540798
            390    0.068078257   0.0015334149    0.055662213    0.001260245    0.081335607   0.0018552838
            400    0.061996513   0.0014766867    0.050866368   0.0012146824    0.073177311   0.0017748376
            410    0.055155363   0.0013839149    0.045039329   0.0011325484    0.065765535   0.0016737039
            420    0.054455907   0.0013692421    0.044543645   0.0011237497    0.064774836   0.0016493053
            430    0.048399227   0.0012963092    0.039434922   0.0010616164    0.057565119   0.0015556658
            440    0.043315153   0.0012268644    0.035348908   0.0010037439    0.051532208   0.0014789588
            450    0.040451607     0.00119116    0.032993995  0.00097413282    0.048165627   0.0014361919
            460    0.037396699    0.001142154    0.030784952  0.00094044081    0.043684591   0.0013601146
            470    0.035891516   0.0011173979    0.029240319  0.00091445197    0.042821712   0.0013443418
            480    0.030713368   0.0010305142    0.025018313  0.00084023958    0.036660631   0.0012404685
            490    0.028040188  0.00098654201    0.022869988  0.00080687289    0.033110905   0.0011831525
            500    0.026516673  0.00096443569    0.021724782  0.00078984977    0.031378276   0.0011509188
            510    0.023657811  0.00090942783    0.019055848  0.00073809628    0.028305019   0.0010952863
            520    0.020858205  0.00084876329    0.017042457  0.00069444925    0.024371498   0.0010041246
            530    0.021330579  0.00086852433     0.01745975  0.00070800596     0.02490643   0.0010378946
            540    0.018228319  0.00080036504    0.014744414  0.00065149056    0.021552472  0.00095414084
            550    0.017067979  0.00077688615    0.013779883  0.00063034965    0.020267144  0.00092935042
            560    0.014930011  0.00072857348    0.012170687  0.00059559012     0.01755779  0.00086196864
            570    0.015100239  0.00073154032    0.012330937  0.00059952649     0.01721686   0.0008543013
            580    0.014636199  0.00072370299    0.011930457  0.00059172132    0.017044193  0.00085742493
            590    0.012978996   0.0006936913    0.010578789  0.00056542254    0.015206055   0.0008227161
            600    0.012273477  0.00068460665   0.0095912708  0.00054779842    0.013835915  0.00079110213
            610       0.011138  0.00065305128    0.009035541  0.00053311418    0.012942882  0.00076503521
            620    0.011777712  0.00069381907   0.0096267174  0.00063628296     0.01341859  0.00080934103
            630     0.01152652  0.00066037896   0.0093480522  0.00053704604    0.013289918  0.00077334567
            640   0.0098711313   0.0006176966   0.0079238515   0.0004980067    0.011746331  0.00073780133
            650   0.0096732082  0.00062810328    0.007934946  0.00051396639     0.01068002  0.00070272039
            660    0.010017175  0.00065042931   0.0082288448  0.00053162979    0.011143069  0.00072978641
            670   0.0085253826  0.00062767121   0.0062585917  0.00049010287   0.0097654741  0.00072529363
            680   0.0088032889  0.00064106643   0.0072312399  0.00052490191   0.0098876862  0.00073377455
            690   0.0086985827   0.0006360197   0.0070855099  0.00051885568   0.0098016963  0.00073338939
            700   0.0085800655  0.00060176114   0.0069081284  0.00048912787   0.0095845768  0.00067590596
            710   0.0081669255  0.00064565396    0.006317007  0.00051300311   0.0097399078  0.00076916405
            720   0.0078547258   0.0006444444   0.0064061036   0.0005285695   0.0083623996  0.00070054335
            730   0.0083069496  0.00065384249    0.006700035  0.00053157142   0.0091088832  0.00072586461
            740   0.0075760756   0.0006204034   0.0062376208  0.00050956939    0.008088299  0.00067512072
            750   0.0077390634  0.00061079666    0.006305202  0.00049812563   0.0083628115   0.0006733021
            760   0.0067839473   0.0006548019   0.0020130559  0.00041290332   0.0079166878  0.00077590036
            770    0.007463061  0.00065147128   0.0058184053   0.0005207068   0.0087498063  0.00076330948
            780   0.0070969437  0.00068871489  0.00014058657  0.00014776708   0.0074680459  0.00072638001
            790   0.0069461779  0.00066668536   0.0014135212  0.00029825965   0.0072141456   0.0006964505
            800   0.0067728282  0.00070007252   0.0036535503  0.00058602173   0.0070840683  0.00073367898
            810   0.0064985718  0.00068033689   0.0048502281  0.00053367573   0.0073202192  0.00079093628
            820   0.0067073854  0.00071790855    0.005413567   0.0005815978   0.0073271737   0.0007933541
            830   0.0066728303  0.00072070273   0.0054448501  0.00058883662   0.0073807818  0.00080297691
            840   0.0059430481  0.00073207014   0.0044935656  0.00057403209   0.0072411373  0.00087917615
            850    0.006927479  0.00083620079   0.0055212935  0.00067660586   0.0079146497  0.00095650197
            860   0.0069336585  0.00077917796   0.0057206476  0.00064267682   0.0075279227  0.00085576263
