#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      115.25588     0.53699561      106.02938     0.48943876      124.53292     0.66212209
            0.2      113.74732      0.5298668      104.93052     0.48191117      122.38768     0.65796798
            0.4      113.75244     0.53006704      104.83129      0.4863164      122.54111     0.65545999
            0.6      112.72289     0.52983669      104.04157     0.48691843      121.34266     0.65452849
            0.8      113.27376     0.52824251      104.57906     0.48239012      122.13544     0.65425171
              1      115.25609     0.54192261      106.62986      0.4989904      123.92248     0.66421451
            1.2      118.33194     0.54539144      109.61872     0.50270173      127.11637     0.67471586
            1.4      123.58459     0.55617489       114.5852     0.50922494      132.52431      0.6935988
            1.6      133.04843     0.57621645      123.41837     0.52635156      143.13064     0.71642034
            1.8      143.74242      0.6058732      133.61124     0.55708487      154.33101     0.74592619
              2      158.85426     0.64421154      148.17223     0.59680246        169.138     0.79299074
            2.2       178.4402     0.67912158      166.74343     0.62749821      190.15764      0.8381584
            2.4      200.38278     0.73838089      187.45056     0.68720709      213.43419     0.91135321
            2.6      228.90636     0.78258521      214.91595     0.72999794      242.79379     0.96741286
            2.8      256.15972     0.83099698      240.43889     0.77871043      272.36541      1.0338553
              3      193.34174     0.73101946       181.2599     0.67825694      205.62696     0.91210323
            3.2      193.34174     0.73101946       181.2599     0.67825694      205.62696     0.91210323
