#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.1361385     0.13394145      3.8363572    0.088507558      4.4271563     0.22199603
           -3.8      5.8587331    0.079441244      5.4506489    0.043815224      6.1144767    0.058756854
           -3.6       8.415442    0.062723655      7.9490701    0.072285074      8.8834281    0.074711057
           -3.4       11.70459    0.065086545       10.97083    0.083897118       12.38212    0.078924415
           -3.2      16.467121     0.10417838      15.561264    0.096717728      17.447192     0.14402824
             -3      22.145384    0.094348352      20.975731     0.10713214       23.23329     0.10567956
           -2.8      29.130037    0.099115471      27.642704     0.10188893      30.597612     0.12123862
           -2.6      37.507295     0.11741772      35.508605     0.12417124      39.491098      0.1481382
           -2.4      46.931571     0.13137606      44.334562      0.1408489       49.37202      0.1539129
           -2.2      57.313358     0.15730754      54.072182     0.14312713      60.339072     0.19426245
             -2      67.149937     0.14816745      63.345373     0.15144521      70.694591     0.18289845
           -1.8      77.051611     0.15542501      72.586633     0.14838495       81.31502     0.19307695
           -1.6      85.409819     0.16529826      80.518041     0.16732766      89.833388     0.20004356
           -1.4      92.966219     0.17099177      87.456631     0.16575812      98.064435     0.21185227
           -1.2      98.273433     0.17302866      92.472794     0.16475412       103.5328     0.21354803
             -1      101.89054      0.1777878      95.759451     0.17788966      107.43725      0.2136963
           -0.8      103.58888     0.18007426       97.27158     0.17757493      109.34346     0.21735564
           -0.6      103.41387      0.1764634      97.071046     0.17012669      109.11742     0.21530571
           -0.4      103.65179     0.18293334      97.303227     0.17154336      109.21585     0.22215314
           -0.2      103.63159     0.17855979      97.248988     0.17580804      109.35568     0.21710993
              0      103.69926     0.18249445      97.295279     0.17695118      109.67558     0.25089365
            0.2      103.83694     0.20076361      97.627541     0.20626767       109.2745     0.23898471
            0.4      103.93571      0.1797273      97.574306     0.17242728      109.63475      0.2228907
            0.6      103.23622     0.17718619      96.926373     0.16858682      109.00058     0.21871242
            0.8       101.6983     0.21580883      95.550815     0.20043185      107.36659     0.28096423
              1      98.153185     0.18134076      92.369492     0.18232036      103.40362      0.2202859
            1.2      92.809432     0.20681619      87.388511     0.19186951      97.770162     0.27049548
            1.4      85.788966     0.16829347       80.90118     0.16962373      90.271006     0.21346874
            1.6      76.832463     0.19418572      72.414099     0.16758624      80.972846     0.27335095
            1.8      67.051024     0.17330895      63.138046     0.15586349      70.531995     0.22083975
              2      57.036986     0.14930627       53.78162     0.14228258      60.132982     0.17694181
            2.2      47.270993     0.14082362      44.657225      0.1422095      49.838164     0.18463717
            2.4      37.577694     0.11629205      35.806398     0.20329831      39.579013     0.14909928
            2.6      28.997577    0.098203301      27.505552    0.093835823      30.565623     0.12947949
            2.8      22.135554    0.094087689      20.909595      0.1139705      23.337777     0.11090753
              3      16.304736    0.091493462      15.456607    0.082654112      17.226159     0.12755681
            3.2      11.754722    0.064113563      11.007205      0.1417739      12.444914    0.078734211
            3.4      8.3885925    0.065811422      7.9333526    0.077706003      8.8702652    0.070971106
            3.6      5.7945714     0.05728559      5.4916794     0.07018072      6.1268592    0.064811955
            3.8      4.1287845    0.047551282       3.948516    0.058687262      4.2934499    0.049134683
              4      4.1287845    0.047551282       3.948516    0.058687262      4.2934499    0.049134683
