#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.97307556     0.02784713     0.82409248      0.0286445      1.1695449    0.027442692
           -3.8       1.469613    0.031701772      1.2546816    0.031423633      1.7544883    0.032346411
           -3.6      2.0253633    0.035434878      1.7364497    0.035123671      2.3861914    0.036681395
           -3.4      3.0449736    0.040088287      2.6403459     0.03926711      3.5733598    0.052546971
           -3.2      4.3672088    0.038439686      3.7829317    0.036575073      5.1205241    0.064379638
             -3      6.1805098    0.050154066      5.4346628    0.052195405      7.0597398    0.054950497
           -2.8      8.6098428    0.053434666      7.6633869    0.050447063      9.6816369    0.061824804
           -2.6      12.097801    0.062017925      10.896465    0.058521093      13.416196    0.072733208
           -2.4      17.247341    0.072835543      15.671683    0.068880687      18.960262    0.086964755
           -2.2      24.220272    0.087977946      22.190647    0.085899737      26.302215     0.10237522
             -2      33.426212     0.10077236      30.909623     0.10129909      35.903795     0.12068691
           -1.8      46.020253     0.13188631      42.811196      0.1241587      49.028282     0.14530788
           -1.6      60.942368     0.13796238      57.036237      0.1346867       64.45857     0.16566213
           -1.4      79.424584     0.16140714      74.678014     0.16606616      83.659174     0.19113082
           -1.2      99.845867      0.1754048      94.056455     0.21024238      104.77553     0.21151623
             -1      121.64322     0.19830016      115.12965     0.20975192       127.1133     0.23464481
           -0.8      142.57975     0.21989962      135.14167     0.21390223      149.02086     0.25333698
           -0.6      160.53855     0.21861494      152.40751     0.22029136      167.58896     0.27260217
           -0.4      174.49711     0.22989564      165.69427     0.24718282      182.16376     0.28448682
           -0.2      185.34538     0.36383508      174.99483     0.33221656      195.60824     0.53254497
              0      185.40669      0.3103025       175.0741     0.26831634      195.33528     0.42317636
            0.2      174.54689     0.23396697      165.60681     0.23193777      182.54673      0.2959303
            0.4      159.96532     0.22108026       152.0712      0.2292629      166.71176     0.27162439
            0.6      142.18673     0.21467765      134.94418     0.22347257      148.42239     0.25666665
            0.8      121.65441     0.19481026      115.11395     0.20091674      127.28336     0.23942641
              1      99.783238     0.17797498      94.253194     0.18064653      104.51952     0.21289264
            1.2      79.648531     0.16451038      74.920501      0.1581278      83.761541     0.18894171
            1.4      61.061735      0.1474341      57.374678     0.19464206      64.464713     0.16532365
            1.6      45.770021     0.12498586      42.507324     0.14080011      48.758543     0.14343145
            1.8      33.437422     0.10030677      30.842023    0.094225604      36.063865     0.13014154
              2       23.99622    0.087342312      22.090816    0.088153133      25.999094     0.10259079
            2.2      17.060303    0.071542327      15.516069    0.067138068      18.664029    0.086193089
            2.4      12.089502    0.059611622      10.844991     0.05514068      13.460183    0.071809509
            2.6      8.5393816    0.054503282      7.6130297    0.052094151      9.6432465    0.064005757
            2.8      6.0309937    0.044194605      5.2736446    0.063836755      6.8852401    0.051369256
              3      4.2882582    0.054922268      3.7164437    0.038610216      4.9952128    0.070986805
            3.2      2.9636187    0.034592566      2.5561274    0.031912673      3.4884693    0.038331507
            3.4       2.075212    0.031423827      1.7718345    0.030104904      2.4682137    0.033919639
            3.6      1.4392302    0.029829324      1.2178521    0.029355797       1.715469     0.03219802
            3.8      0.9459351    0.025825468      0.7984356    0.025192314      1.1419739    0.026721818
              4      0.9459351    0.025825468      0.7984356    0.025192314      1.1419739    0.026721818
