#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.2286705    0.078162582      3.9467203    0.057265438      4.6216369     0.11505502
           -3.8      6.0418443    0.054319197      5.6309579    0.053933933      6.4705028    0.061069149
           -3.6      8.7292454    0.068825413      8.2356074    0.092113276      9.3724116    0.089757458
           -3.4      12.300522    0.070835146      11.463293    0.082748442      13.189467    0.079955395
           -3.2      16.968164    0.075083381      15.755962    0.092274331      18.270671    0.093060202
             -3      22.924991    0.094409001      21.451981    0.092204354      24.570958     0.11696303
           -2.8      30.337922     0.10290951      28.536219     0.14810944      32.429233     0.12365319
           -2.6      39.003814      0.1470265      36.453227     0.13126511       41.32685     0.14677777
           -2.4       48.43563     0.12743414      45.404642     0.12431949      51.478056     0.15464786
           -2.2      58.898538     0.19308722       55.27821     0.16044188      62.601375     0.28472794
             -2      68.905073     0.15561352      64.722452       0.142061      72.939299     0.19127253
           -1.8      78.303333      0.1615383       73.71248      0.1617073      82.703447     0.19831085
           -1.6      86.805919     0.17676173      81.754904     0.16842413      91.414098     0.21892343
           -1.4      92.674575     0.17159279      87.366497     0.16753215      97.423114     0.21045188
           -1.2      97.696509     0.17373376      92.106989     0.17516352      102.64497     0.20946985
             -1      100.38819     0.17859425      94.699993     0.18012572      105.34099     0.21301106
           -0.8      101.23707      0.1759832      95.550064     0.17416982       106.0291     0.21460215
           -0.6      101.13499     0.17177605      95.438947     0.16558825      105.98427     0.21229111
           -0.4      100.74225     0.17733913      95.084498     0.18217209       105.3966     0.21587708
           -0.2      100.16356     0.17155987      94.581002     0.16688166      104.73037     0.21029078
              0      100.05497     0.18402038      94.523003      0.1826156      104.62414     0.22480743
            0.2       100.7788      0.1758438      95.165826     0.17159111      105.46359     0.21575849
            0.4      101.22748     0.17332653      95.571572     0.16685713      105.89822     0.21320146
            0.6      100.92375      0.1746945      95.203425     0.17075667      105.79942     0.21977787
            0.8      100.45328     0.24399284      94.678101     0.20735448      105.59374     0.35877271
              1      97.652427     0.17574131      92.004967     0.17510931      102.67262     0.21242047
            1.2      93.320927     0.17492985       87.98172     0.18045811       98.14351     0.21371462
            1.4      86.925216     0.17345935      81.794519     0.17051078      91.791123     0.21334167
            1.6      78.455759     0.16144433      73.691219     0.15379487      83.004766     0.20143814
            1.8      68.973534     0.16696113      64.822795     0.16005002      73.003439     0.21091815
              2      58.898813     0.17216557       55.36332     0.15690076      62.590086     0.23056898
            2.2      48.390503      0.1322253      45.391907     0.13734183        51.4378     0.17054837
            2.4      38.920004     0.16191994       36.39167     0.14242534      41.548404     0.22475046
            2.6      30.244366     0.12283146      28.496302     0.18512328      32.175853     0.15482495
            2.8      22.840212    0.095168563      21.392182     0.13403079      24.373534     0.11238309
              3      16.842685    0.082428441      15.803235    0.097727912      17.988128     0.10110388
            3.2      12.395467     0.10767264      11.537878    0.090607481       13.37655     0.13218094
            3.4      8.6928081    0.070000652      8.1655462    0.076755657       9.529505    0.077986917
            3.6      6.1264705     0.05382647      5.7122846    0.043778225      6.7145307    0.078034573
            3.8      4.1902399    0.045964346      3.8194661     0.12702879      4.5409241    0.049981475
              4      4.1902399    0.045964346      3.8194661     0.12702879      4.5409241    0.049981475
