#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.7523994    0.034337578      3.4520902     0.03236028      4.0859723    0.041311023
           -3.8      5.0315832    0.096148451      4.5501419    0.039004114       5.509922     0.14856615
           -3.6      6.4445762    0.047118014      5.9414934     0.04500576      6.9819565    0.055487204
           -3.4      8.3978942    0.052667247      7.7657748    0.052562931      9.0803899    0.063025547
           -3.2      10.791234    0.058964599      9.9910824    0.057296501      11.607602    0.070711721
             -3      13.854273    0.065837281      12.850124    0.061752042      14.880915    0.079934702
           -2.8      17.888094    0.077089237      16.637659    0.077909481      19.153177    0.089892377
           -2.6      22.648782    0.086145555      21.092121    0.083852457      24.271196     0.11369415
           -2.4       28.51914    0.095839383       26.61544     0.09425957      30.358981     0.11504962
           -2.2      35.477304     0.10977852        33.1968     0.11088608      37.677269     0.13053148
             -2      44.239385      0.1249559      41.476892      0.1224112      46.892393     0.15313823
           -1.8       54.42519     0.13115171      51.075471      0.1260018      57.598281     0.15769273
           -1.6      66.618178      0.1646268      62.721796     0.16101991       70.19959     0.20305377
           -1.4      80.015334     0.16471996      75.353207     0.16096932      84.337152     0.20287651
           -1.2       95.09791     0.19861499      89.676668     0.19640535      100.07493     0.24996468
             -1      109.96734     0.18559536       103.8295     0.19426891      115.51868     0.22604661
           -0.8      125.81684     0.23930366       118.8117     0.21329669      132.14455     0.32900262
           -0.6      139.41086     0.22039965      131.57637     0.26146453       146.3593     0.27173155
           -0.4      150.02751     0.21672894      141.78234     0.21546875      157.32149     0.26725525
           -0.2      155.81866     0.22462534      147.35976     0.26674411      163.43154     0.27726198
              0      156.08757     0.22273481      147.62936     0.23067234      163.45285     0.27592953
            0.2       150.2168     0.22203312      141.86197     0.22060532      157.73105     0.27691406
            0.4      139.46932     0.21540735      131.69281     0.21223511       146.2286      0.2624242
            0.6       125.8957     0.21938102      118.89285     0.22447144      132.03861     0.24890561
            0.8      110.60029     0.23510957       104.3804     0.22018932      116.27257     0.31584732
              1      94.680251     0.20922483        89.1481       0.188651      99.504227     0.26954889
            1.2      79.916548     0.16488693      75.257459     0.15991325      84.118393     0.20396436
            1.4      66.222107     0.15001614      62.371582     0.15994881      69.920645     0.17813988
            1.6       54.37841     0.14248888      51.159774     0.14042109      57.563207     0.18617493
            1.8      44.421082     0.17769258      41.646373     0.14755522      47.198389     0.26541475
              2      35.649297     0.12380557       33.30812     0.10440426       37.84225     0.13707201
            2.2      28.355142    0.093600946       26.46401    0.089467512      30.218656     0.11460139
            2.4      22.436943    0.084122387      20.879822    0.082427865      24.036017     0.10212233
            2.6      17.741326    0.075983577      16.492195    0.077508846      19.004831     0.09114345
            2.8       14.03902     0.06934328      13.009409    0.067042523      15.118683    0.082016849
              3      10.835894    0.060594732      10.104205     0.11748819      11.725687    0.073582102
            3.2      8.4000812    0.052313955      7.7573389    0.049438327      9.0794497    0.062602208
            3.4      6.3350357     0.04454108       5.857705     0.04208385      6.8430438    0.054486848
            3.6      4.8793869    0.043116993      4.5013157    0.045937293      5.2877255    0.048596279
            3.8      3.7444574    0.034034172      3.4124053    0.039983339      4.0773547    0.041379267
              4      3.7444574    0.034034172      3.4124053    0.039983339      4.0773547    0.041379267
