#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.9480041     0.10158364      3.3654546    0.071845918      4.7220953     0.15582654
            0.2      9.6592741     0.06828652      8.5967649    0.057063089      10.903008    0.084472977
            0.4      15.620905    0.080266221      14.011181    0.068635888      17.223173    0.084833969
            0.6      21.702558    0.083894683      19.525203    0.078013819      23.946556    0.097010112
            0.8      27.966893    0.088767454      25.296938    0.084923939      30.746647     0.11010779
              1      34.827031     0.11450018      31.564707     0.10371103      38.026022     0.12076373
            1.2      42.795097     0.12011426      39.044225     0.12527457      46.641713     0.13715665
            1.4      52.434571      0.1321527      48.128401     0.15553375      56.829385     0.14952157
            1.6      64.954732     0.14059481       59.77561     0.13585264      70.151301     0.16603428
            1.8      81.463683     0.15515066      75.484549     0.16160227       87.25199     0.18600378
              2      105.06435     0.18216243      97.864733     0.18696536      112.10021     0.21312079
            2.2      138.82657     0.20285771      130.06904     0.19829964      146.94397     0.24830205
            2.4      187.16763     0.24163582      176.53754     0.27622595      196.49014      0.2872623
            2.6      255.97689     0.28721348      243.68534     0.30292073       266.1345      0.3414465
            2.8      344.34553     0.33011122       329.6091      0.3721198      356.24339     0.39801808
              3      396.01096     0.34704336      379.81855     0.36075291      408.45917     0.42878043
            3.2       204.7423     0.25493134      194.81989     0.28676948      213.15435     0.31738677
            3.4      120.70619     0.19835646       113.6517     0.19620077      126.99851     0.23911729
            3.6      78.375736     0.16062997      73.266903     0.16387117      83.274484     0.19199478
            3.8      52.913591     0.12682113      49.139754     0.12371398      56.747611     0.16677952
              4      36.523516     0.10605258      33.705571     0.10148045      39.480864     0.12799495
            4.2      25.794404    0.091991206      23.635207    0.092001486      28.103383     0.10706677
            4.4      18.352704    0.079380367      16.749926    0.076595482      20.076222    0.092125896
            4.6      13.256597    0.066918853      12.008001    0.064074929      14.651994    0.077953928
            4.8      9.6160188    0.054072764      8.6553322    0.050275094      10.729823    0.065190742
              5      9.6160188    0.054072764      8.6553322    0.050275094      10.729823    0.065190742
