#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      0.1474784   0.0060535748     0.12709485   0.0051729347     0.17166911   0.0077609749
           -3.8     0.29108825   0.0086937102       0.252848   0.0077068671     0.33661009    0.010746813
           -3.6     0.50490736    0.015452828     0.44992495    0.017568418     0.56510924    0.014757144
           -3.4     0.87896247    0.021724379     0.78787034    0.021381118      0.9754757    0.022677306
           -3.2      1.4530045    0.020419995      1.2906781    0.019272697       1.637072    0.024874725
             -3      2.4257634    0.026987578      2.1798736    0.025741509      2.7001622    0.032035714
           -2.8      3.9644165    0.038749656      3.6130608    0.043142032      4.3746869    0.042303925
           -2.6      6.0269722    0.042386494      5.4868916     0.03893124      6.6161071    0.051231487
           -2.4      9.3837833    0.056630544      8.5893015    0.074890761       10.16969    0.064546613
           -2.2      14.263345     0.06648262      13.158669    0.062706524      15.428159    0.079983711
             -2      21.208532    0.083489462      19.702785    0.082140811      22.721727     0.11558199
           -1.8      31.196321     0.10895377      29.191995     0.12054392      33.065624     0.12140092
           -1.6      44.621985     0.12334255      41.937618      0.1356043      47.112482     0.14237884
           -1.4      63.043829     0.14089902      59.300483     0.13927729      66.414091     0.16951649
           -1.2      86.998692     0.17301557      81.949677     0.18566921      91.487234     0.20370023
             -1      116.37828     0.19602919      109.86604     0.20752894       122.2127     0.23704832
           -0.8      150.18139     0.21776422      141.78068     0.22180734      157.58172     0.26148319
           -0.6      184.99364     0.24544249      174.71476      0.2559607      194.48945     0.30254722
           -0.4      214.72175      0.2614475      202.72925     0.26308948      225.89156     0.32316271
           -0.2      231.35519     0.26912355      218.30012     0.26477719      243.27762     0.32553951
              0      231.35618     0.26468116      218.22217     0.26735014      243.23042      0.3233653
            0.2       214.1787     0.26020436      202.10885     0.32818926      224.92639      0.3136214
            0.4      184.90168     0.24189112      174.45162     0.24164069      194.43228     0.30030295
            0.6       150.1011     0.21851898       141.6684     0.21496692      157.68323     0.26357621
            0.8      116.38843     0.19273829      109.89049     0.22578564       122.1312     0.23025301
              1      87.345394     0.19224706      82.315793     0.19331286      91.749894     0.21426729
            1.2        63.1998     0.14223547      59.454327     0.13966189      66.722528     0.17147649
            1.4      44.757799     0.11983657      41.865263     0.11633827      47.409707      0.1422729
            1.6      31.229688     0.10315514      29.168292     0.10636651      33.224882      0.1197148
            1.8      21.302191     0.08327603      19.787497    0.083301804      22.744684    0.099133483
              2       14.34202    0.068786843      13.268546    0.077863749       15.49236    0.083733895
            2.2      9.4896161    0.058983945      8.7236437    0.061074144      10.323939    0.065982948
            2.4      6.1628325    0.045317545      5.6011792    0.044024919      6.7884549    0.052310944
            2.6      3.8951368    0.038430821      3.5263439    0.037731479      4.2981373    0.043625918
            2.8      2.4453785    0.027493997      2.1981369    0.025749274      2.7190735    0.033497553
              3      1.4674948    0.020694427      1.3122804    0.019309858      1.6440072    0.024950668
            3.2     0.90012769    0.017244895     0.79773965    0.016318094      1.0217461    0.019907354
            3.4     0.52590661     0.01690368     0.45186015    0.018668387     0.58406499     0.01563438
            3.6     0.29613611   0.0088780493     0.25769256   0.0078837607     0.34410096    0.011013678
            3.8     0.15631717   0.0070443509     0.13574243   0.0065280539     0.18198705   0.0083397122
              4     0.15631717   0.0070443509     0.13574243   0.0065280539     0.18198705   0.0083397122
