#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      6.6961477    0.040627753      6.4712863    0.039321542      7.0099417    0.042516875
           -3.8      8.3846014     0.04539629      8.1050582    0.043944082      8.7667319    0.047427876
           -3.6      10.480179    0.050653319      10.135376    0.049044328      10.952177    0.052904351
           -3.4      12.970286     0.05630381      12.548946    0.054548722      13.542038    0.058747028
           -3.2        16.0742    0.062596837      15.555837      0.0606575      16.781115    0.065316222
             -3       19.62668    0.069013872      19.004543    0.066897905      20.472908    0.071968973
           -2.8       24.09694     0.07630966      23.339127    0.073996719       25.11556    0.079514508
           -2.6      29.345342    0.084046185      28.439568    0.081544097      30.570213    0.087538269
           -2.4      35.580844    0.092400634      34.501642    0.089675438      37.035842    0.096150339
           -2.2       42.99855     0.10133953      41.723608    0.098430109      44.718971     0.10537048
             -2      50.920908     0.11004656      49.441196     0.10692866      52.915788     0.11433455
           -1.8      59.943954     0.11909522      58.252099     0.11583739      62.228722      0.1236098
           -1.6      69.507938     0.12791921      67.616095     0.12452226      72.068294     0.13261205
           -1.4      79.810015     0.13671497      77.728576     0.13323855      82.648233     0.14156047
           -1.2      90.380103     0.14505726      88.146979     0.14155392      93.455599     0.14998615
             -1      100.24383     0.15237245      97.912709     0.14892954       103.4948     0.15733916
           -0.8      109.42719     0.15881178      107.05143     0.15542198      112.78342     0.16369538
           -0.6      116.77797     0.16373515      114.41164     0.16047289      120.18561     0.16852829
           -0.4      121.94634      0.1670981      119.62922     0.16397697      125.34319     0.17177694
           -0.2      124.55485     0.16876314      122.26674     0.16571803      127.93623     0.17337584
              0      124.90257     0.16898019      122.61075     0.16592984      128.29065      0.1735935
            0.2      122.02209      0.1671538       119.6961     0.16402017      125.42966     0.17184661
            0.4      116.75311     0.16370546      114.39083     0.16044321      120.16051     0.16851195
            0.6      109.42955     0.15880136      107.05335     0.15541551      112.80055     0.16370021
            0.8      100.14302     0.15228959      97.817382     0.14882186      103.38812     0.15722209
              1      90.543067     0.14517214      88.308504     0.14166301      93.619047     0.15010015
            1.2      79.964149     0.13682276      77.881102     0.13334258      82.804003     0.14166678
            1.4      69.843228       0.128231      67.940309     0.12486773      72.427237     0.13337529
            1.6      59.853321     0.11901467      58.161069     0.11574694      62.135601      0.1235282
            1.8       50.90281     0.11002942      49.425858     0.10693206      52.896121     0.11431922
              2      42.771356     0.10111324      41.500411    0.098197676      44.481212     0.10513284
            2.2      35.628203    0.092471318      34.542538    0.089827808      37.092162    0.096265981
            2.4      29.453056    0.084220329      28.545207    0.081705864      30.682031    0.087707393
            2.6      24.164645    0.076404958      23.412047    0.074101424      25.184295    0.079599857
            2.8      19.706684    0.069145811      19.079367    0.067029106      20.555848    0.072082512
              3      16.103141    0.062578551      15.587086    0.060641918      16.806789    0.065283502
            3.2      12.964861     0.05625681        12.5442    0.054500458      13.536763    0.058704845
            3.4      10.454314    0.050568772      10.108866    0.048960266      10.927509    0.052832278
            3.6      8.3520446    0.045304438      8.0740535    0.043864948      8.7335925    0.047332809
            3.8      6.7396134    0.040821174      6.5160324    0.039528878      7.0487667    0.042656579
              4      6.7396134    0.040821174      6.5160324    0.039528878      7.0487667    0.042656579
