#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      43.466406     0.10181375      41.236029    0.097077342       46.09102     0.10801827
            0.2      44.102571     0.10253398      42.021171    0.098068301      46.714758     0.10865767
            0.4      45.776515      0.1044089      43.844936     0.10037344      48.387013     0.11040035
            0.6      47.982355     0.10686798      46.114505     0.10280826      50.615676      0.1127661
            0.8      51.945859     0.11107738      49.983961     0.10698515      54.675367     0.11694794
              1      57.271831     0.11651358      55.189006     0.11238538      60.143802     0.12237638
            1.2      64.733636     0.12357734      62.483408     0.11936539      67.822525      0.1294997
            1.4      75.256571     0.13297485      72.751136     0.12864078      78.670721     0.13901253
            1.6      91.005626      0.1455946      88.136716     0.14107908      94.903074     0.15184621
            1.8      112.06571     0.16082693      108.73092     0.15615305      116.59931     0.16767792
              2      142.84761     0.18023969      138.88009     0.17533021      148.22499     0.18702056
            2.2      186.72252     0.20399862      181.94747      0.1989125       193.2309     0.21111674
            2.4      247.92583     0.23174057      242.20631     0.22650639      255.80969     0.23907533
            2.6       330.4692     0.26235322      323.73315      0.2571408      339.89506     0.26977519
            2.8       423.8092     0.29042361       416.2808     0.28543003      434.52195     0.29767236
              3      342.18158     0.26678949      336.64774     0.26265427       350.0883     0.27286715
            3.2      342.18158     0.26678949      336.64774     0.26265427       350.0883     0.27286715
