# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.6387995    0.030052607      3.5600424    0.029550356      3.7590789    0.031033069
           -3.8      4.7240336    0.034217319      4.6259109    0.033559756      4.8809824    0.035333181
           -3.6      6.2848382    0.039336503       6.153253     0.03853274      6.4967669    0.040659272
           -3.4      8.1379485    0.044734479      7.9621797    0.043801803      8.4164776    0.046254204
           -3.2      10.524521    0.050831854      10.292114    0.049747271      10.885254    0.052558557
             -3      13.394556    0.057132979      13.091825    0.055891116      13.857185     0.05909377
           -2.8      17.237967    0.064816521      16.837062    0.063359475      17.838451    0.067064357
           -2.6      21.839246    0.072694625      21.329508    0.071042094      22.593551    0.075201474
           -2.4      27.553782    0.081524181      26.893932    0.079646563       28.51233    0.084350181
           -2.2      34.250055    0.090667078      33.420351    0.088533754      35.442553    0.093813645
             -2      42.555262     0.10082283      41.518427    0.098439747      44.033387     0.10432807
           -1.8      52.733007     0.11186567      51.440735     0.10918859      54.559857     0.11574237
           -1.6       64.32473      0.1231897      62.742014     0.12023744      66.543679     0.12744146
           -1.4      77.358057     0.13467611      75.448559     0.13143712      80.022373     0.13931303
           -1.2      91.829466     0.14618746      89.566581     0.14266574      94.974252      0.1511972
             -1      107.35815     0.15752243      104.70421     0.15372033      111.03057     0.16291478
           -0.8      122.58844     0.16776104       119.5653     0.16378037       126.7713     0.17381913
           -0.6      136.25661     0.17631501      132.90699     0.17207556      140.86932     0.18228117
           -0.4      146.93292     0.18268478      143.32721     0.17829942      151.88615     0.18883683
           -0.2      153.15975     0.18627049      149.40506      0.1818068      158.30805     0.19252199
              0      153.13458     0.18626201       149.3716     0.18178998      158.29546     0.19253771
            0.2      146.87679     0.18263673      143.25562     0.17823039      151.84556      0.1888092
            0.4      136.21137     0.17629393      132.84327     0.17203451      140.84646     0.18228849
            0.6      122.49763     0.16769875      119.45167     0.16361969      126.70058     0.17345249
            0.8      107.44572      0.1575985      104.76016     0.15378222      111.15586     0.16306131
              1      91.885416      0.1462523      89.583468     0.14267564      95.073704     0.15132226
            1.2      77.398755     0.13470322      75.452276     0.13140603      80.097845     0.13940015
            1.4      64.272151     0.12312247      62.661671     0.12012438       66.51142     0.12740463
            1.6      52.680218     0.11180345      51.359774     0.10907759      54.519251     0.11570649
            1.8      42.713449     0.10097431      41.651261    0.098528967      44.196707     0.10447476
              2       34.63424    0.091129716      33.775313    0.088933132      35.837573    0.094285479
            2.2      27.592896    0.081541564      26.917035    0.079615808      28.545703     0.08435768
            2.4      21.864024    0.072809515      21.331019    0.071093295      22.620681    0.075338809
            2.6      17.304199    0.064857961      16.890455    0.063374751      17.892186    0.067045941
            2.8      13.603432    0.057624892       13.28449    0.056317434      14.062735    0.059558941
              3      10.520884     0.05073411       10.27901    0.049607944      10.871777    0.052418352
            3.2      8.2061591    0.045010704      8.0218361    0.044033647      8.4773866    0.046484871
            3.4      6.2601081    0.039336026      6.1229114    0.038496276      6.4609361    0.040586648
            3.6      4.8321365    0.034543789      4.7272327    0.033820326       4.987636    0.035640769
            3.8      3.7191507    0.030516138      3.6415156    0.029895076      3.8368051    0.031471865
              4      3.7191507    0.030516138      3.6415156    0.029895076      3.8368051    0.031471865
