#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00072288575   0.0005387803  0.00067950599  0.00051963265  0.00075513644  0.00055327416
           -3.8    0.020012739   0.0023228698    0.018385488   0.0021623595    0.021160646   0.0024449601
           -3.6     0.12589105   0.0056619889     0.11788162   0.0053549565     0.13260519   0.0059447305
           -3.4      0.5117061     0.01139429     0.48392376     0.01083981     0.53912373    0.011988193
           -3.2      1.4834658    0.019305437      1.4052275    0.018851754      1.5652619    0.020344019
             -3      3.4839503    0.029473579       3.337238    0.028406629      3.6612149    0.030944351
           -2.8       7.015848    0.041713066      6.7578834     0.04032116      7.3596067    0.043713039
           -2.6      12.541228    0.055511124      12.138598    0.053901602      13.130117    0.058081802
           -2.4       20.52686    0.070716511      19.969333    0.069043488      21.438504    0.073823118
           -2.2      30.745152    0.086328233      29.928919    0.084116021      32.039383    0.089938064
             -2      43.025577     0.10163588       41.90481    0.099078162      44.745503      0.1056769
           -1.8      57.630633     0.11703269      56.159267      0.1141228      59.819676     0.12146679
           -1.6      73.208104     0.13133365      71.363254     0.12811219      75.873628      0.1361072
           -1.4      89.262554     0.14437953      87.051632     0.14089513      92.389784     0.14942923
           -1.2      105.64501     0.15640849      103.06034     0.15267671      109.23237     0.16171818
             -1      120.72694     0.16658766      117.80203     0.16265137      124.72546     0.17210757
           -0.8      134.11462     0.17500181      130.89439       0.170897      138.46322     0.18067392
           -0.6        144.915     0.18144728      141.45441      0.1772103      149.54603     0.18724837
           -0.4      152.37323      0.1857133      148.74922     0.18138929      157.18996      0.1915895
           -0.2      156.08919     0.18780922      152.38646     0.18345359      160.99506      0.1937113
              0      156.44836     0.18801184      152.72857     0.18364628      161.37881     0.19393389
            0.2      152.48323     0.18578073      148.84595     0.18147562      157.31616     0.19168756
            0.4       145.0136     0.18148856      141.54451     0.17727907      149.64995     0.18730076
            0.6      134.20081      0.1750343      130.96344     0.17092648      138.56458     0.18103945
            0.8      120.47077     0.16643487      117.53818     0.16247747       124.4584     0.17193896
              1      105.44814     0.15628043      102.86321     0.15253863      109.01848     0.16156386
            1.2      89.437449      0.1445099      87.214503     0.14099903      92.567873      0.1495648
            1.4      73.368328     0.13150026      71.510881     0.12825597      76.034321     0.13626625
            1.6       57.43082     0.11686089      55.954679       0.113944      59.605359     0.12127106
            1.8      43.176189     0.10180404      42.043569    0.099231284      44.893931     0.10584412
              2      30.645148    0.086140766      29.831198    0.083928798      31.924507    0.089707684
            2.2      20.500501    0.070682979      19.947696    0.068852918      21.402417    0.073767145
            2.4      12.710333    0.055914508       12.33983    0.054482472      13.293131    0.058438767
            2.6      7.1294152    0.041976062      6.8858946    0.040682914       7.475426    0.043981247
            2.8      3.5147579    0.029614933      3.3726366    0.028656893      3.6936514    0.031084215
              3      1.4992553    0.019444967      1.4362272    0.018722064      1.5745089    0.020383515
            3.2      0.4834253    0.011110891     0.45976437    0.010632062     0.50896413    0.011663507
            3.4     0.13430779   0.0058379193     0.12592129   0.0055194627     0.14158386   0.0061361793
            3.6    0.021765494   0.0023200323    0.020221382   0.0021697983     0.02291057   0.0024404709
            3.8  0.00024096192  0.00024094988  0.00020734311  0.00020733275  0.00025706884  0.00025705599
              4  0.00024096192  0.00024094988  0.00020734311  0.00020733275  0.00025706884  0.00025705599
