# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.900608    0.058239219      13.648152    0.057213292      14.237395    0.059628336
            0.2      39.516303    0.097454372      38.794553    0.095725972      40.491692    0.099823953
            0.4      60.432086     0.11974986      59.316686     0.11759482      61.957485     0.12273809
            0.6      76.870331     0.13443453      75.411962     0.13200751      78.877536     0.13793365
            0.8      89.346878     0.14440167      87.614058     0.14166247      91.745836     0.14825301
              1      98.964686      0.1516011      96.974673     0.14862361      101.73035     0.15581126
            1.2      107.65772     0.15773537      105.41372     0.15452224      110.77936     0.16229228
            1.4      115.73947     0.16324023      113.22332     0.15979101       119.2462     0.16850116
            1.6      124.40741     0.16887062      121.58636     0.16512183       128.3207     0.17417595
            1.8      134.17426     0.17496501      130.99062     0.17089727      138.56956     0.18069206
              2      145.86398     0.18194932      142.25312     0.17753512      150.82295      0.1881316
            2.2      160.74425     0.19036923      156.59486     0.18555437      166.41572     0.19708473
            2.4       179.5445     0.20030965      174.73035     0.19505314      186.10175     0.20763595
            2.6      201.81287     0.21130732      196.24267      0.2056036      209.40436     0.21927027
            2.8      226.58793     0.22264729       220.2483     0.21657859      235.35227     0.23128182
              3      228.14194     0.22348622       221.8228     0.21747874      237.12711      0.2323003
            3.2      112.95911      0.1617456      109.90646     0.15752318      117.32198     0.16799681
            3.4      64.527323     0.12385732      62.833187      0.1207656      66.969981     0.12855994
            3.6      40.741866    0.099163805      39.705228    0.096733438      42.265712     0.10285461
            3.8      26.894938    0.080966228      26.237699    0.079059875      27.884285    0.083927073
              4        18.1416    0.066809145      17.715564    0.065306088      18.800903    0.069215605
            4.2      12.401961    0.055495963      12.120742    0.054290979      12.845328    0.057463114
            4.4      8.5504033     0.04608971      8.3650974    0.045172599      8.8505116    0.047697557
            4.6      5.9097645    0.038417914      5.7863403    0.037642504      6.1125261    0.039725914
            4.8      4.1420021    0.032284241      4.0540294    0.031821398      4.2804379    0.033352557
              5      4.1420021    0.032284241      4.0540294    0.031821398      4.2804379    0.033352557
