#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.16518968   0.0068230473     0.16202945   0.0067155256     0.17004755   0.0069957364
           -3.8     0.30052629   0.0089901301     0.29404692   0.0088135713     0.30976723   0.0092437463
           -3.6     0.52441927    0.011761272     0.51266864    0.011525339      0.5411777    0.012122263
           -3.4     0.88985595    0.015207124     0.87007067    0.014899523     0.91757035    0.015651514
           -3.2       1.493517    0.019644562       1.460642    0.019240429      1.5402489    0.020230694
             -3      2.4305361    0.024936169      2.3752339    0.024408989      2.5078104    0.025700759
           -2.8      3.8837959    0.031461845      3.7947611    0.030786595      4.0078635    0.032426198
           -2.6      6.1284161    0.039373699      5.9855314    0.038501452      6.3278292    0.040625418
           -2.4      9.3824854     0.04845656      9.1600541    0.047366171      9.6918638    0.050019293
           -2.2      14.139259    0.059153658      13.795751    0.057782805      14.613157    0.061095712
             -2      20.888488    0.071413296      20.370747    0.069712148      21.599864    0.073817589
           -1.8       30.37748    0.085659124      29.613372    0.083597023      31.428789    0.088593511
           -1.6      43.599926     0.10210876       42.49122    0.099600947      45.126238     0.10566784
           -1.4      61.517057     0.12064693      59.959246     0.11769192      63.668948     0.12486319
           -1.2      84.549636     0.14054916      82.436585     0.13711787      87.495857     0.14545856
             -1      113.11201     0.16145836       110.3122     0.15755481      117.02729     0.16705282
           -0.8      145.55799     0.18178463      142.01141     0.17745786      150.54475     0.18801866
           -0.6      179.72633     0.20040206       175.3999     0.19569116      185.82449     0.20721256
           -0.4      208.25258     0.21431609      203.28069     0.20932674      215.27758     0.22180641
           -0.2      225.48165     0.22215807       220.1012     0.21698529       233.0562     0.22963225
              0       225.5271     0.22216377      220.13449      0.2169855      233.09825     0.22964729
            0.2      208.42464     0.21441847      203.40427      0.2093687      215.45947     0.22166267
            0.4      179.83758     0.20047761      175.45083     0.19568801      185.96789       0.207322
            0.6      145.99129     0.18205337      142.36374     0.17763454      151.03185     0.18833988
            0.8      113.46152     0.16168931       110.5907     0.15769024      117.43218     0.16734713
              1      84.822327     0.14075265      82.643915     0.13722512      87.814791     0.14571349
            1.2      61.601054     0.12070564      59.997294     0.11771222      63.788161     0.12499165
            1.4      43.587302     0.10209957      42.451993    0.099519218      45.123178     0.10567588
            1.6      30.685128    0.086155297      29.889989    0.084004858      31.756113    0.089132454
            1.8      21.137304    0.071837943      20.597629    0.070074975      21.860762     0.07426496
              2      14.329928     0.05948398      13.970664    0.058054804      14.810287    0.061444403
            2.2       9.395324    0.048379863      9.1634236    0.047261478      9.7022637    0.049924686
            2.4      6.1966843    0.039619028      6.0473384    0.038715412       6.394289    0.040850271
            2.6      3.9305168    0.031641432      3.8370279    0.030942964      4.0545891    0.032603598
            2.8      2.4848795    0.025251928      2.4266286    0.024702368      2.5610295    0.025993719
              3       1.502321    0.019651159      1.4680762    0.019236086      1.5474541    0.020214104
            3.2     0.88705046    0.015223353     0.86623564    0.014897794     0.91441537     0.01566368
            3.4     0.52304278     0.01172352     0.51157812    0.011488035     0.53817808    0.012044835
            3.6     0.30727227    0.009189489     0.30019661   0.0090021854     0.31662914   0.0094456181
            3.8     0.16092565   0.0067654317     0.15772526   0.0066509828      0.1653351   0.0069290871
              4     0.16092565   0.0067654317     0.15772526   0.0066509828      0.1653351   0.0069290871
