#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.6130311    0.029919924      3.5297158    0.029359375       3.733957    0.030913735
           -3.8      4.7164666    0.034176745      4.6073146    0.033505135      4.8781311    0.035342124
           -3.6       6.238319    0.039245759      6.0956602    0.038508294      6.4543356    0.040594363
           -3.4      8.0203806    0.044457927      7.8422051    0.043663865      8.2991126    0.045987541
           -3.2      10.457404    0.050662998      10.227615    0.049610938      10.822487    0.052418705
             -3       13.27995    0.056981291      12.981558    0.055741341      13.746234    0.058968661
           -2.8      17.133675    0.064523296      16.741881    0.063089134      17.734683    0.066780852
           -2.6      21.664177    0.072468294      21.157621    0.070831726      22.423011    0.075005841
           -2.4      27.213659    0.081018145      26.565348    0.079147528      28.170469    0.083855869
           -2.2      34.162771    0.090528926      33.339351    0.088413994      35.360333    0.093703081
             -2      42.552493     0.10076901      41.515592    0.098383223      44.039847     0.10428893
           -1.8      52.704604     0.11182645       51.41846     0.10916842      54.535909     0.11571491
           -1.6      64.219353     0.12309285      62.639964     0.12015523      66.450629     0.12737813
           -1.4      77.741564     0.13498011      75.823839     0.13173302      80.423807     0.13965081
           -1.2      91.976743     0.14631083      89.704765     0.14278126      95.132505     0.15133136
             -1      107.25367     0.15747181      104.60389     0.15366769      110.90963     0.16283755
           -0.8      122.62582     0.16774925      119.60339     0.16370217      126.77863      0.1734336
           -0.6      136.05053     0.17619215      132.69071      0.1719389      140.64045     0.18213139
           -0.4      147.36003     0.18292668      143.73625     0.17853441      152.30312     0.18906049
           -0.2      153.23527     0.18629907      149.47275     0.18183561      158.36143      0.1925274
              0      153.09456     0.18627331       149.3198     0.18181891      158.22169     0.19251428
            0.2      147.09061     0.18279848      143.44788     0.17837241       152.0518     0.18895318
            0.4       136.9628     0.17674136      133.56148     0.17245332      141.61272     0.18273597
            0.6      122.47573     0.16768717      119.42051      0.1636252       126.6733      0.1737561
            0.8      107.32461     0.15750742      104.64011      0.1536573       111.0233     0.16293343
              1      92.024939     0.14634465      89.725877     0.14277028       95.21036     0.15141029
            1.2      77.589782     0.13482481      75.644598     0.13152687       80.29316     0.13952202
            1.4      64.170357     0.12303819      62.560071     0.12008234      66.416967     0.12735575
            1.6      52.796663     0.11196151      51.475824     0.10924209      54.652968     0.11588713
            1.8      42.684933     0.10094812      41.623908    0.098508486      44.184123     0.10448268
              2      34.449009    0.090893114      33.602081    0.088714797      35.652083    0.094062806
            2.2       27.55486    0.081499779      26.886844    0.079576938       28.51269    0.084325413
            2.4      21.842278    0.072747764      21.315262    0.071054151      22.603201     0.07527148
            2.6      17.230163    0.064751202      16.825726    0.063279024      17.818989    0.066954071
            2.8      13.520472    0.057501913      13.209181    0.056217953      13.980457    0.059446551
              3      10.526501    0.050793846      10.286626    0.049677675       10.88079    0.052488111
            3.2      8.1583395    0.044803949      7.9766881    0.043849503      8.4334513    0.046312438
            3.4      6.3114058    0.039477535      6.1756071    0.038654433      6.5186469    0.040766106
            3.6      4.8050894    0.034499778      4.7030056    0.033789791      4.9618108     0.03562366
            3.8      3.6382013    0.030051613      3.5630332    0.029446347      3.7534508    0.030999072
              4      3.6382013    0.030051613      3.5630332    0.029446347      3.7534508    0.030999072
