# dphiHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      115.45936     0.16343123      113.35172     0.16056462      118.45206      0.1676466
            0.2      114.31567     0.16261122      112.21822     0.15969948      117.31133      0.1668516
            0.4      112.70542     0.16142514      110.58186     0.15845146      115.73864     0.16574075
            0.6      111.57531      0.1605662      109.39205     0.15750094      114.68266      0.1650114
            0.8      111.45945     0.16048447      109.18859     0.15729375      114.68164     0.16510895
              1      112.75144     0.16129051      110.35145     0.15793409      116.13591     0.16612085
            1.2      115.08477     0.16288081      112.52442     0.15932818      118.67162     0.16794689
            1.4       120.3415     0.16633297      117.53431      0.1625637      124.24972     0.17174474
            1.6      127.50103     0.17093585      124.39774      0.1668605      131.78691     0.17667262
            1.8      137.74734     0.17728902      134.24503     0.17288003      142.54892     0.18346169
              2        150.705     0.18490469      146.72025     0.18012473      156.13795     0.19156382
            2.2      167.14689     0.19403276      162.56795      0.1888385      173.36275     0.20125306
            2.4      187.80306      0.2047596      182.51992      0.1991651      194.97021     0.21258166
            2.6      212.37011     0.21657126      206.32267     0.21056735      220.64225     0.22500896
            2.8      235.03372     0.22680708      228.37667     0.22058794      244.37612     0.23582172
              3      175.56297     0.19882317        170.729     0.19354906      182.64545     0.20711495
            3.2      175.56297     0.19882317        170.729     0.19354906      182.64545     0.20711495
