#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00072288575   0.0005387803  0.00063652614  0.00050340291  0.00079997908   0.0005748767
           -3.8    0.014715205   0.0018840599    0.014007574   0.0017961494    0.015322911   0.0019622624
           -3.6    0.096349677   0.0049269996    0.092733597   0.0047580678     0.10046498   0.0051314061
           -3.4      0.4106087    0.010208246     0.39831657    0.009943056     0.42816679    0.010622382
           -3.2      1.2303973    0.017719488      1.1973669    0.017299401      1.2825635    0.018440117
             -3      3.0016011    0.027328038      2.9237683    0.026659625       3.127095    0.028439727
           -2.8      6.2797693    0.039421064      6.1156981    0.038439377      6.5361534    0.040998489
           -2.6      11.626061    0.053517901      11.319845    0.052186601      12.094274    0.055631486
           -2.4      19.218045    0.068483278      18.715987    0.066763222      19.973005    0.071139909
           -2.2      29.378606    0.084266789      28.621029    0.082165603      30.506196    0.087483852
             -2      42.203787     0.10059453       41.12811    0.098103179      43.782392     0.10434893
           -1.8      56.798298     0.11618161      55.364538     0.11334104      58.873813     0.12041648
           -1.6      72.761744     0.13091076      70.949975     0.12772919      75.350349     0.13556181
           -1.4       89.45353     0.14455263      87.247391     0.14107615      92.573593     0.14958646
           -1.2      105.88406     0.15661223      103.28409     0.15286333      109.52312     0.16199266
             -1      121.61968     0.16719674      118.66504     0.16326602      125.71509     0.17283817
           -0.8      135.08469     0.17562531      131.82171     0.17147493       139.5831       0.181471
           -0.6      146.34793     0.18229954      142.81628     0.17800158      151.18205     0.18832977
           -0.4      154.39462     0.18691139      150.68842     0.18252388      159.44775     0.19302567
           -0.2      158.13367     0.18897337      154.34382     0.18454269      163.29331     0.19513828
              0      158.08165     0.18896117      154.28967     0.18455922      163.24206     0.19541785
            0.2        154.215     0.18680209      150.51155     0.18242376      159.26158     0.19292313
            0.4      146.32037     0.18228421      142.79937     0.17798933      151.13203      0.1882841
            0.6      135.57376     0.17590261      132.28268     0.17172738      140.09243     0.18176454
            0.8      121.43519     0.16706989      118.46923      0.1630834       125.5392     0.17270957
              1      105.79418     0.15655445      103.19222     0.15282536      109.41618     0.16193546
            1.2      89.469304     0.14455592      87.247039     0.14106467      92.594324     0.14960445
            1.4      72.506506     0.13070705      70.678765     0.12750129      75.091484     0.13535518
            1.6      56.708624      0.1161249      55.272494     0.11326559      58.771041     0.12033057
            1.8       42.11872     0.10048883      41.037107    0.097979019      43.685149     0.10421621
              2      29.492528    0.084460492      28.722532    0.082352574       30.61748    0.087661898
            2.2      19.230028    0.068447003      18.724997    0.066715328       19.97579    0.071072886
            2.4      11.586242    0.053267827      11.278179    0.051909851      12.045536    0.055353228
            2.6      6.3256212    0.039674772      6.1575084     0.03870256      6.5810196    0.041256697
            2.8      3.0329838    0.027595803      2.9537062    0.026911662       3.155178    0.028675127
              3      1.2235011     0.01763167      1.1920104    0.017211325      1.2734126    0.018317814
            3.2     0.39797647     0.01004632     0.38783739   0.0098093246     0.41485985    0.010451911
            3.4    0.094121751   0.0049404418    0.091159857   0.0048052431    0.098144027   0.0051421799
            3.6    0.017108296   0.0020586682    0.016285796    0.001967563    0.017877914   0.0021466868
            3.8  0.00072288575   0.0005387803  0.00066386739  0.00051304489   0.0007542998  0.00055289521
              4  0.00072288575   0.0005387803  0.00066386739  0.00051304489   0.0007542998  0.00055289521
